size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 47.83, 0.00, 0.00, 0.00, 100.00, 0.00, 0.38
0.02, 50.38, 0.00, 0.00, 0.00, 100.00, 0.00, 0.48
0.03, 50.42, 50.56, 16.90, 16.59, 84.74, 25.29, 0.65
0.04, 50.42, 50.68, 76.10, 75.60, 79.28, 60.80, 0.80
0.05, 50.42, 50.68, 76.10, 75.60, 79.28, 60.80, 0.84
0.06, 50.42, 50.72, 95.24, 95.11, 95.22, 66.15, 1.13
0.07, 50.42, 50.42, 100.00, 100.00, 100.00, 67.00, 1.04
0.08, 50.42, 50.42, 100.00, 100.00, 100.00, 67.00, 1.17
0.09, 50.42, 50.42, 100.00, 100.00, 100.00, 67.00, 1.31
0.1, 50.42, 50.42, 100.00, 100.00, 100.00, 67.00, 2.02
0.2, 50.42, 50.71, 87.02, 86.70, 87.66, 64.03, 3.12
0.3, 50.42, 51.16, 78.43, 77.64, 80.58, 61.88, 3.79
0.4, 50.42, 51.40, 78.99, 78.05, 80.83, 62.23, 4.88
0.5, 50.42, 51.43, 65.36, 64.05, 72.82, 57.52, 5.85
0.6, 50.42, 50.39, 48.83, 48.45, 70.46, 49.55, 7.21
0.7, 50.42, 49.08, 74.88, 75.57, 79.63, 59.25, 10.10
0.8, 50.42, 50.42, 100.00, 100.00, 100.00, 67.00, 13.25
0.9, 50.42, 51.92, 74.51, 73.02, 77.34, 61.15, 10.00
1, 50.42, 51.64, 83.66, 82.74, 84.34, 63.82, 12.24
5, 50.42, 50.78, 60.97, 60.23, 71.77, 55.36, 61.95
10, 50.42, 48.46, 35.20, 36.62, 74.43, 40.73, 143.60
15, 50.42, 50.34, 48.83, 48.50, 70.50, 49.52, 161.53
20, 50.42, 48.45, 42.20, 43.73, 72.47, 45.06, 264.35
25, 50.42, 51.98, 25.68, 24.19, 78.16, 34.33, 313.42
30, 50.42, 0.00, 0.00, 0.00, 100.00, 0.00, 345.41
35, 50.42, 50.39, 48.83, 48.45, 70.46, 49.55, 426.87
40, 50.42, 46.65, 15.59, 17.44, 86.19, 23.34, 502.78
45, 50.42, 46.65, 15.59, 17.44, 86.19, 23.34, 602.02
50, 50.42, 50.70, 13.45, 13.12, 87.54, 21.22, 696.08
55, 50.42, 51.80, 38.94, 37.24, 71.52, 44.41, 759.81
60, 50.42, 53.74, 32.21, 29.03, 73.74, 40.23, 853.16
65, 50.42, 54.66, 12.04, 10.20, 88.54, 19.71, 943.37
70, 50.42, 54.66, 12.04, 10.20, 88.54, 19.71, 1034.21
75, 50.42, 53.24, 36.79, 33.82, 71.69, 43.46, 1114.93
80, 50.42, 57.40, 14.85, 11.46, 85.92, 23.56, 1214.69
85, 50.42, 54.09, 34.55, 30.94, 72.40, 42.12, 1304.26
90, 50.42, 57.53, 13.91, 10.66, 86.75, 22.37, 1423.45
95, 50.42, 55.81, 16.15, 13.24, 84.89, 25.02, 1517.58
100, 50.42, 57.91, 14.01, 10.58, 86.64, 22.53, 1608.15
