size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 297.18
0.02, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 264.10
0.03, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 255.59
0.04, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 247.44
0.05, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 265.70
0.06, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 265.05
0.07, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 249.94
0.08, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 246.98
0.09, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 242.67
0.1, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 249.09
0.2, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 244.45
0.3, 50.40, 0.00, 0.00, 0.00, 100.00, 0.00, 248.46
0.4, 49.60, 49.60, 100.00, 100.00, 100.00, 66.26, 242.77
0.5, 49.29, 49.12, 63.00, 64.21, 74.10, 55.15, 248.93
0.6, 49.44, 49.19, 59.09, 60.06, 72.67, 53.64, 249.89
0.7, 49.42, 48.93, 45.40, 46.62, 71.79, 47.05, 270.54
0.8, 49.31, 48.84, 46.64, 48.07, 71.82, 47.67, 270.62
0.9, 49.42, 49.32, 72.53, 73.32, 78.30, 58.67, 245.29
1, 49.43, 48.82, 40.58, 41.86, 72.69, 44.27, 259.95
5, 50.11, 49.74, 56.04, 55.73, 70.98, 52.65, 259.67
10, 50.29, 49.18, 7.05, 7.17, 93.23, 12.31, 281.99
15, 50.16, 49.71, 41.25, 41.06, 71.68, 45.04, 294.34
20, 50.39, 49.95, 12.32, 12.15, 88.52, 19.73, 326.71
25, 50.14, 47.88, 5.89, 6.31, 94.32, 10.47, 322.05
30, 50.27, 49.57, 14.94, 14.96, 86.36, 22.93, 318.29
35, 50.11, 49.14, 16.61, 16.92, 85.09, 24.79, 327.35
40, 50.14, 48.89, 11.50, 11.83, 89.29, 18.59, 344.07
45, 50.34, 49.92, 40.02, 39.50, 71.82, 44.38, 353.41
50, 50.50, 50.16, 29.20, 28.55, 76.34, 36.87, 385.82
55, 50.27, 49.73, 24.17, 24.04, 79.55, 32.48, 386.61
60, 50.29, 49.77, 23.74, 23.58, 79.82, 32.11, 419.47
65, 50.53, 50.22, 27.83, 27.14, 77.10, 35.77, 411.43
70, 50.31, 49.82, 26.82, 26.58, 77.86, 34.82, 408.41
75, 50.17, 46.57, 3.21, 3.62, 96.86, 5.99, 426.80
80, 50.21, 48.05, 4.75, 5.05, 95.38, 8.63, 425.29
85, 50.03, 49.43, 32.52, 32.73, 75.00, 39.18, 477.82
90, 50.06, 48.74, 13.46, 13.93, 87.65, 21.06, 453.36
95, 50.05, 48.61, 12.58, 13.09, 88.39, 19.96, 463.20
100, 50.20, 49.65, 29.34, 29.27, 76.48, 36.84, 484.09
