size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.80, 0.00, 0.00, 0.00, 100.00, 0.00, 0.47
0.02, 48.80, 0.00, 0.00, 0.00, 100.00, 0.00, 1.05
0.03, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 1.47
0.04, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 2.14
0.05, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 2.38
0.06, 48.80, 0.00, 0.00, 0.00, 100.00, 0.00, 2.76
0.07, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 3.35
0.08, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 4.14
0.09, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 5.07
0.1, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 5.32
0.2, 48.80, 48.80, 100.00, 100.00, 100.00, 65.55, 53.83
0.3, 48.80, 0.00, 0.00, 0.00, 100.00, 0.00, 147.90
0.4, 48.80, 0.00, 0.00, 0.00, 100.00, 0.00, 166.63
0.5, 48.80, 47.92, 32.46, 34.31, 75.76, 38.65, 309.43
0.6, 48.80, 47.98, 39.49, 41.44, 73.34, 43.27, 340.53
0.7, 48.80, 48.47, 55.04, 56.55, 72.24, 51.50, 339.27
0.8, 48.80, 47.98, 39.49, 41.44, 73.34, 43.27, 331.28
0.9, 48.80, 47.75, 32.66, 34.67, 75.74, 38.74, 361.83
1, 48.80, 48.19, 41.55, 43.32, 72.75, 44.58, 346.26
5, 48.80, 48.38, 55.49, 57.08, 72.39, 51.64, 3173.13
10, 48.80, 48.24, 47.02, 48.78, 72.01, 47.57, 5326.86
15, 48.80, 48.68, 50.89, 52.21, 71.68, 49.71, 5323.99
20, 48.80, 48.60, 47.25, 48.64, 71.76, 47.86, 7566.68
25, 48.80, 48.43, 45.48, 47.04, 72.01, 46.86, 10115.23
30, 48.80, 48.34, 44.44, 46.08, 72.19, 46.26, 11379.86
35, 48.80, 47.81, 41.62, 43.76, 72.96, 44.45, 13184.50
40, 48.80, 47.81, 40.54, 42.67, 73.19, 43.83, 15415.94
45, 48.80, 48.07, 40.11, 41.98, 73.14, 43.68, 17134.99
50, 48.80, 48.11, 42.16, 44.02, 72.68, 44.89, 19381.92
55, 48.80, 48.00, 41.43, 43.38, 72.89, 44.42, 21202.01
60, 48.80, 48.02, 39.35, 41.26, 73.35, 43.21, 23363.13
65, 48.80, 48.29, 40.21, 41.87, 72.99, 43.83, 24823.07
70, 48.80, 47.98, 37.66, 39.57, 73.84, 42.15, 27076.31
75, 48.80, 47.63, 38.74, 41.02, 73.72, 42.68, 29974.10
80, 48.80, 47.34, 37.68, 40.21, 74.16, 41.92, 30472.83
85, 48.80, 47.82, 38.95, 41.04, 73.56, 42.88, 32354.67
90, 48.80, 47.53, 36.85, 39.18, 74.32, 41.46, 40767.71
95, 48.80, 47.20, 36.78, 39.43, 74.50, 41.30, 37419.36
100, 48.80, 47.47, 37.56, 39.96, 74.13, 41.89, 37720.03
