size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 294.79
0.02, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 300.19
0.03, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 304.19
0.04, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 300.47
0.05, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 294.10
0.06, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 301.48
0.07, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 289.51
0.08, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 296.18
0.09, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 295.96
0.1, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 290.46
0.2, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 290.74
0.3, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 312.71
0.4, 49.45, 49.45, 100.00, 100.00, 100.00, 66.13, 287.85
0.5, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 300.18
0.6, 50.55, 0.00, 0.00, 0.00, 100.00, 0.00, 289.70
0.7, 49.89, 49.42, 56.93, 56.99, 71.44, 52.86, 296.55
0.8, 50.12, 49.57, 50.22, 49.98, 70.54, 49.84, 305.65
0.9, 50.16, 49.63, 53.14, 52.76, 70.57, 51.27, 310.82
1, 49.81, 49.21, 47.15, 47.60, 71.12, 48.11, 314.13
5, 49.28, 49.11, 71.46, 72.43, 77.85, 58.17, 523.53
10, 50.19, 49.33, 27.09, 27.22, 77.82, 34.93, 762.38
15, 49.24, 48.59, 45.63, 47.23, 72.02, 47.01, 970.17
20, 49.76, 48.71, 30.07, 30.98, 76.48, 37.14, 1165.14
25, 49.42, 48.33, 33.22, 34.74, 75.28, 39.32, 1371.53
30, 49.53, 47.66, 20.94, 22.50, 82.20, 29.06, 1562.08
35, 49.49, 47.69, 22.12, 23.73, 81.42, 30.17, 1729.39
40, 49.60, 47.76, 20.63, 22.07, 82.38, 28.77, 1916.52
45, 49.49, 47.96, 25.26, 26.81, 79.40, 33.05, 2109.80
50, 49.89, 48.45, 20.82, 21.67, 82.09, 29.08, 2297.76
55, 49.85, 48.53, 23.44, 24.32, 80.33, 31.57, 2462.49
60, 50.05, 48.86, 21.74, 22.25, 81.36, 30.05, 2621.45
65, 49.87, 48.53, 22.66, 23.51, 80.83, 30.86, 2785.36
70, 50.26, 49.28, 20.56, 20.69, 82.09, 28.97, 3009.29
75, 50.19, 48.88, 16.09, 16.46, 85.51, 24.17, 3187.88
80, 50.01, 48.60, 19.06, 19.72, 83.31, 27.34, 3343.84
85, 49.85, 48.22, 19.23, 20.20, 83.25, 27.46, 3568.81
90, 49.60, 47.61, 19.10, 20.56, 83.47, 27.22, 3787.28
95, 49.50, 47.24, 18.22, 19.91, 84.17, 26.26, 3930.35
100, 49.74, 47.96, 19.25, 20.42, 83.30, 27.43, 4117.71
