size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.14
0.02, 49.50, 0.00, 0.00, 0.00, 100.00, 0.00, 0.26
0.03, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.45
0.04, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.41
0.05, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.46
0.06, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.49
0.07, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.58
0.08, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.61
0.09, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.67
0.1, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.72
0.2, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 1.47
0.3, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 1.99
0.4, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 2.69
0.5, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 3.58
0.6, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 4.59
0.7, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 5.44
0.8, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 6.49
0.9, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 7.47
1, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 8.87
5, 49.50, 48.90, 57.54, 58.61, 72.38, 52.82, 382.51
10, 49.50, 48.71, 40.06, 41.30, 72.79, 43.91, 492.61
15, 49.50, 49.27, 61.48, 62.17, 73.14, 54.65, 867.30
20, 49.50, 50.71, 41.02, 40.33, 71.45, 45.30, 1145.55
25, 49.50, 49.56, 48.61, 49.05, 71.04, 49.03, 1554.91
30, 49.50, 49.73, 35.83, 36.08, 73.62, 41.60, 2109.64
35, 49.50, 49.81, 37.85, 38.03, 72.86, 42.96, 2633.00
40, 49.50, 50.19, 38.62, 38.44, 72.43, 43.60, 2967.21
45, 49.50, 50.37, 39.67, 39.32, 72.01, 44.34, 3245.68
50, 49.50, 50.32, 37.66, 37.36, 72.68, 43.03, 3306.49
55, 49.50, 50.68, 39.48, 38.83, 71.91, 44.34, 3391.62
60, 49.50, 49.28, 39.19, 39.89, 72.72, 43.61, 3599.30
65, 49.50, 49.89, 42.36, 42.47, 71.60, 45.77, 3766.20
70, 49.50, 50.55, 35.06, 34.56, 73.56, 41.36, 3824.19
75, 49.50, 49.61, 36.89, 37.25, 73.28, 42.27, 3838.25
80, 49.50, 50.59, 37.08, 36.53, 72.76, 42.74, 3954.16
85, 49.50, 51.10, 37.85, 36.82, 72.24, 43.44, 3988.58
90, 49.50, 51.03, 33.24, 32.33, 74.18, 40.21, 4038.11
95, 49.50, 50.00, 36.31, 36.31, 73.31, 42.02, 4377.72
100, 49.50, 48.23, 28.72, 30.20, 77.41, 35.96, 4589.97
