size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.30
0.02, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.80
0.03, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.88
0.04, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.12
0.05, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.15
0.06, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.29
0.07, 50.50, 0.00, 0.00, 0.00, 100.00, 0.00, 1.45
0.08, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.61
0.09, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.90
0.1, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.97
0.2, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 3.82
0.3, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 5.87
0.4, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 8.21
0.5, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 69.90
0.6, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 75.61
0.7, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 77.43
0.8, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 79.30
0.9, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 83.74
1, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 216.93
5, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 615.33
10, 50.50, 50.92, 46.74, 45.83, 70.26, 48.69, 1777.67
15, 50.50, 50.12, 93.53, 93.50, 93.73, 65.22, 3048.80
20, 50.50, 50.45, 55.03, 54.59, 70.73, 52.59, 4586.08
25, 50.50, 49.76, 74.17, 74.35, 78.71, 59.51, 5324.89
30, 50.50, 50.20, 56.05, 55.85, 71.07, 52.91, 6032.66
35, 50.50, 49.41, 61.05, 61.62, 72.89, 54.57, 6824.20
40, 50.50, 49.47, 45.90, 46.42, 71.29, 47.57, 7111.24
45, 50.50, 49.16, 55.47, 56.30, 71.78, 52.07, 7414.15
50, 50.50, 49.11, 46.48, 47.36, 71.47, 47.71, 7813.53
55, 50.50, 49.63, 60.08, 60.43, 72.43, 54.31, 8391.12
60, 50.50, 49.36, 47.72, 48.36, 71.22, 48.47, 9286.20
65, 50.50, 49.79, 61.63, 61.83, 72.77, 55.03, 9727.01
70, 50.50, 48.54, 42.58, 44.02, 72.35, 45.31, 10514.37
75, 50.50, 49.71, 64.73, 65.00, 73.95, 56.19, 11110.03
80, 50.50, 48.41, 45.95, 47.53, 71.98, 47.10, 11812.03
85, 50.50, 49.49, 67.04, 67.48, 75.10, 56.90, 12512.42
90, 50.50, 47.52, 40.81, 43.22, 73.29, 43.86, 13263.00
95, 50.50, 48.22, 58.17, 59.90, 73.06, 52.68, 14694.55
100, 50.50, 47.11, 46.26, 49.14, 72.82, 46.63, 15361.10
