size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 267.09
0.02, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 217.04
0.03, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 230.76
0.04, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 234.65
0.05, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 201.13
0.06, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 134.04
0.07, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 177.68
0.08, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 132.89
0.09, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 142.40
0.1, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 143.67
0.2, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 130.11
0.3, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 133.89
0.4, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 132.66
0.5, 50.77, 0.00, 0.00, 0.00, 100.00, 0.00, 125.80
0.6, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 125.00
0.7, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 126.10
0.8, 49.23, 49.23, 100.00, 100.00, 100.00, 65.93, 127.51
0.9, 49.64, 49.04, 58.71, 59.14, 72.13, 53.39, 128.11
1, 49.71, 47.64, 21.78, 23.20, 81.59, 29.85, 126.11
5, 51.20, 50.70, 31.40, 29.60, 74.71, 38.73, 135.56
10, 50.84, 50.07, 46.01, 44.48, 69.95, 47.90, 146.22
15, 50.92, 50.14, 54.78, 52.83, 69.54, 52.31, 154.59
20, 50.78, 50.01, 49.85, 48.31, 69.63, 49.88, 183.43
25, 51.78, 51.72, 30.77, 27.85, 74.62, 38.54, 183.89
30, 51.84, 51.53, 36.74, 33.51, 71.59, 42.85, 178.05
35, 52.42, 52.46, 35.70, 31.37, 71.54, 42.44, 291.47
40, 51.62, 51.37, 32.19, 29.55, 73.97, 39.53, 246.50
45, 52.11, 51.95, 36.25, 32.51, 71.56, 42.66, 208.68
50, 53.23, 58.09, 17.91, 12.53, 83.04, 27.34, 301.65
55, 52.99, 60.65, 12.81, 8.06, 87.56, 21.12, 311.21
60, 53.08, 62.95, 11.39, 6.50, 88.85, 19.27, 230.90
65, 53.08, 62.95, 11.39, 6.50, 88.85, 19.27, 263.80
70, 52.99, 61.44, 12.07, 7.35, 88.23, 20.15, 420.76
75, 50.99, 50.13, 85.72, 82.69, 83.91, 63.21, 434.90
80, 52.86, 61.27, 11.56, 7.08, 88.73, 19.42, 314.35
85, 52.65, 66.67, 7.63, 3.70, 92.44, 13.68, 292.69
90, 52.89, 62.15, 11.01, 6.50, 89.23, 18.68, 386.92
95, 50.77, 50.00, 82.07, 79.57, 81.57, 62.09, 359.81
100, 52.76, 68.23, 7.55, 3.41, 92.51, 13.58, 354.62
