size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.85, 49.46, 51.24, 51.78, 71.13, 50.28, 1.01
0.02, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 1.21
0.03, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 1.71
0.04, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 3.20
0.05, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 2.87
0.06, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 3.57
0.07, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 3.90
0.08, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 3.66
0.09, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 4.07
0.1, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 4.41
0.2, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 8.76
0.3, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 12.59
0.4, 49.85, 49.83, 99.73, 99.73, 99.74, 66.41, 16.59
0.5, 49.85, 50.02, 56.58, 56.56, 71.30, 53.05, 23.37
0.6, 49.85, 49.81, 99.04, 99.05, 99.05, 66.24, 25.69
0.7, 49.85, 50.02, 56.58, 56.56, 71.30, 53.05, 43.24
0.8, 49.85, 50.12, 54.21, 54.08, 70.87, 52.03, 33.04
0.9, 49.85, 50.12, 54.21, 54.08, 70.87, 52.03, 38.23
1, 49.85, 50.18, 53.11, 52.93, 70.72, 51.55, 42.95
5, 49.85, 49.64, 18.66, 18.88, 83.50, 27.09, 200.07
10, 49.85, 50.08, 50.81, 50.74, 70.66, 50.39, 515.23
15, 49.85, 49.45, 50.43, 50.98, 71.11, 49.88, 736.70
20, 49.85, 49.80, 76.66, 76.80, 80.27, 60.33, 1059.55
25, 49.85, 50.69, 20.67, 20.22, 81.87, 29.32, 1557.59
30, 49.85, 49.79, 51.40, 51.61, 70.89, 50.53, 2001.32
35, 49.85, 49.65, 39.73, 40.07, 72.37, 44.09, 2348.51
40, 49.85, 49.60, 50.20, 50.60, 70.99, 49.85, 2831.86
45, 49.85, 49.68, 38.91, 39.21, 72.60, 43.59, 3227.77
50, 49.85, 49.80, 63.90, 64.08, 73.55, 55.93, 3657.45
55, 49.85, 49.80, 63.90, 64.08, 73.55, 55.93, 4038.41
60, 49.85, 49.72, 50.33, 50.61, 70.91, 49.98, 4498.90
65, 49.85, 49.71, 50.15, 50.44, 70.92, 49.88, 4962.31
70, 49.85, 49.78, 63.98, 64.18, 73.60, 55.95, 5381.92
75, 49.85, 49.46, 30.39, 30.85, 76.14, 37.60, 5889.73
80, 49.85, 49.80, 63.90, 64.08, 73.55, 55.93, 6271.46
85, 49.85, 49.71, 27.45, 27.68, 77.65, 35.32, 6565.79
90, 49.85, 49.80, 63.90, 64.08, 73.55, 55.93, 7220.94
95, 49.85, 49.86, 38.24, 38.37, 72.71, 43.23, 7521.43
100, 49.85, 49.80, 63.90, 64.08, 73.55, 55.93, 7803.80
