size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 178.34
0.02, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 177.71
0.03, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 173.94
0.04, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 175.44
0.05, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 183.53
0.06, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 184.82
0.07, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 183.13
0.08, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 174.29
0.09, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 175.50
0.1, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 176.28
0.2, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 191.25
0.3, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 182.22
0.4, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 176.97
0.5, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 180.12
0.6, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 178.85
0.7, 50.92, 0.00, 0.00, 0.00, 100.00, 0.00, 180.63
0.8, 50.92, 0.00, 0.00, 0.00, 100.00, 0.00, 186.70
0.9, 50.92, 0.00, 0.00, 0.00, 100.00, 0.00, 179.89
1, 50.92, 0.00, 0.00, 0.00, 100.00, 0.00, 181.21
5, 50.62, 49.60, 37.48, 36.70, 72.50, 42.65, 285.87
10, 50.66, 49.77, 57.01, 55.45, 70.17, 53.10, 420.85
15, 51.05, 50.15, 44.55, 42.68, 69.97, 47.14, 525.48
20, 51.67, 50.79, 48.95, 45.71, 68.52, 49.80, 632.19
25, 50.93, 50.01, 51.98, 50.08, 69.38, 50.93, 735.80
30, 51.99, 51.11, 50.18, 46.26, 67.99, 50.59, 855.48
35, 51.62, 50.70, 51.22, 48.00, 68.44, 50.91, 953.02
40, 50.76, 49.86, 59.25, 57.42, 70.42, 54.10, 1041.67
45, 50.89, 49.98, 58.13, 56.08, 69.99, 53.69, 1159.26
50, 50.81, 49.89, 51.65, 50.00, 69.55, 50.71, 1320.32
55, 50.18, 49.27, 50.78, 50.39, 70.44, 49.96, 1387.79
60, 50.56, 49.67, 54.85, 53.58, 70.07, 52.08, 1489.90
65, 50.27, 49.37, 51.76, 51.16, 70.31, 50.49, 1597.20
70, 50.62, 49.72, 52.96, 51.63, 69.85, 51.24, 1683.34
75, 50.77, 49.86, 55.42, 53.71, 69.80, 52.45, 1789.50
80, 50.26, 49.38, 53.73, 53.08, 70.42, 51.42, 1894.52
85, 50.62, 49.72, 54.17, 52.79, 69.91, 51.80, 2256.37
90, 50.15, 49.29, 54.08, 53.63, 70.60, 51.53, 2100.41
95, 50.17, 49.31, 54.52, 54.03, 70.62, 51.73, 2208.55
100, 50.15, 49.22, 49.25, 48.97, 70.53, 49.19, 2341.30
