size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 76.78
0.02, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 74.82
0.03, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.88
0.04, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.28
0.05, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.07
0.06, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.28
0.07, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 80.34
0.08, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 75.61
0.09, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 75.12
0.1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.79
0.2, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.52
0.3, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 74.57
0.4, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.94
0.5, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 75.73
0.6, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 74.30
0.7, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.93
0.8, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 73.87
0.9, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 75.08
1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 77.56
5, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 85.65
10, 50.61, 50.33, 36.56, 35.55, 72.72, 42.31, 112.64
15, 50.33, 49.95, 45.01, 44.43, 70.70, 47.30, 135.30
20, 50.28, 49.89, 41.50, 41.07, 71.47, 45.26, 163.63
25, 50.94, 50.69, 41.88, 40.13, 70.63, 45.82, 186.61
30, 50.80, 50.50, 42.92, 41.44, 70.53, 46.36, 215.70
35, 51.04, 50.82, 41.22, 39.29, 70.71, 45.47, 235.01
40, 50.66, 50.37, 38.75, 37.61, 71.88, 43.75, 257.39
45, 50.42, 50.06, 42.55, 41.81, 71.06, 45.95, 284.01
50, 50.47, 50.14, 33.43, 32.74, 74.19, 40.07, 309.12
55, 51.18, 51.16, 35.52, 33.40, 72.62, 41.88, 326.78
60, 50.85, 50.79, 30.58, 29.19, 75.31, 38.13, 346.70
65, 50.99, 51.03, 30.67, 29.00, 75.15, 38.27, 371.15
70, 51.04, 51.04, 32.67, 30.87, 74.07, 39.79, 388.40
75, 50.99, 50.92, 34.09, 32.37, 73.43, 40.79, 411.11
80, 51.23, 51.36, 32.19, 30.03, 74.16, 39.53, 428.39
85, 50.57, 50.28, 33.71, 32.83, 73.97, 40.32, 451.95
90, 49.39, 48.35, 29.25, 30.78, 77.15, 36.40, 478.17
95, 49.67, 48.84, 29.91, 30.87, 76.58, 37.06, 502.08
100, 49.72, 48.83, 27.73, 28.62, 77.73, 35.33, 529.54
