size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 175.08
0.02, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 219.95
0.03, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 183.79
0.04, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 175.53
0.05, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 176.51
0.06, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 184.63
0.07, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 176.27
0.08, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 179.64
0.09, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 175.96
0.1, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 175.03
0.2, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 176.89
0.3, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 177.04
0.4, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 179.38
0.5, 49.81, 0.00, 0.00, 0.00, 100.00, 0.00, 176.93
0.6, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 176.82
0.7, 50.19, 50.19, 100.00, 100.00, 100.00, 66.79, 178.28
0.8, 49.81, 0.00, 0.00, 0.00, 100.00, 0.00, 180.15
0.9, 49.81, 0.00, 0.00, 0.00, 100.00, 0.00, 179.18
1, 49.81, 0.00, 0.00, 0.00, 100.00, 0.00, 177.56
5, 50.54, 51.10, 34.04, 32.83, 73.68, 40.82, 279.45
10, 50.98, 51.39, 43.38, 41.35, 70.11, 46.99, 423.72
15, 51.76, 52.36, 43.16, 39.58, 69.26, 47.27, 520.47
20, 51.75, 52.30, 43.88, 40.33, 69.11, 47.67, 620.46
25, 51.06, 51.88, 34.58, 32.32, 72.97, 41.45, 741.64
30, 51.24, 52.08, 35.75, 33.15, 72.30, 42.35, 843.98
35, 51.21, 52.60, 28.34, 25.74, 76.14, 36.79, 955.31
40, 51.60, 52.75, 34.28, 30.95, 72.64, 41.51, 1072.69
45, 51.22, 51.99, 36.90, 34.34, 71.84, 43.11, 1165.22
50, 50.64, 51.27, 33.35, 31.95, 73.91, 40.37, 1559.65
55, 51.17, 53.15, 22.95, 20.39, 79.70, 32.02, 1427.92
60, 50.35, 51.07, 26.13, 25.23, 78.06, 34.52, 1515.23
65, 50.01, 50.42, 23.83, 23.62, 79.74, 32.32, 1588.55
70, 50.68, 51.76, 25.51, 23.97, 78.25, 34.13, 1833.43
75, 50.56, 51.68, 23.01, 21.68, 79.99, 31.80, 1785.62
80, 50.52, 51.37, 26.58, 25.36, 77.68, 34.99, 1930.62
85, 50.80, 51.96, 26.10, 24.31, 77.80, 34.70, 1999.85
90, 50.11, 50.68, 22.74, 22.30, 80.41, 31.35, 2129.79
95, 50.22, 51.02, 20.66, 19.99, 81.82, 29.37, 2175.74
100, 50.56, 52.14, 18.21, 16.85, 83.51, 26.95, 2308.79
