size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.45
0.02, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 1.04
0.03, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 1.30
0.04, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 1.95
0.05, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 2.47
0.06, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 2.92
0.07, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 3.66
0.08, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 4.12
0.09, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 4.59
0.1, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 5.87
0.2, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 51.62
0.3, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 146.97
0.4, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 165.57
0.5, 49.06, 49.49, 38.27, 38.75, 72.88, 43.11, 405.14
0.6, 49.06, 49.15, 50.53, 51.37, 71.32, 49.78, 329.29
0.7, 49.06, 49.06, 45.87, 46.80, 71.56, 47.36, 325.65
0.8, 49.06, 48.49, 43.02, 44.50, 72.30, 45.54, 328.75
0.9, 49.06, 48.29, 37.42, 39.04, 73.75, 42.12, 331.23
1, 49.06, 48.17, 40.11, 41.88, 73.08, 43.72, 337.26
5, 49.06, 49.30, 51.59, 52.29, 71.26, 50.37, 2182.87
10, 49.06, 48.39, 40.06, 41.61, 72.97, 43.78, 3534.02
15, 49.06, 48.18, 36.88, 38.59, 73.98, 41.73, 5070.61
20, 49.06, 48.70, 47.22, 48.51, 71.69, 47.90, 6319.83
25, 49.06, 48.76, 47.67, 48.91, 71.63, 48.16, 8273.44
30, 49.06, 48.35, 49.28, 50.93, 71.88, 48.76, 10502.76
35, 49.06, 48.25, 42.57, 44.29, 72.53, 45.18, 13376.78
40, 49.06, 48.30, 44.47, 46.15, 72.21, 46.26, 15257.54
45, 49.06, 48.46, 46.65, 48.18, 71.89, 47.49, 17766.64
50, 49.06, 48.70, 44.68, 45.97, 71.92, 46.56, 19893.08
55, 49.06, 48.57, 46.76, 48.18, 71.81, 47.60, 21532.20
60, 49.06, 48.46, 46.35, 47.88, 71.91, 47.33, 23837.42
65, 49.06, 48.76, 47.47, 48.71, 71.64, 48.05, 25567.96
70, 49.06, 48.24, 35.86, 37.50, 74.30, 41.09, 26646.55
75, 49.06, 48.06, 33.66, 35.41, 75.20, 39.54, 27774.12
80, 49.06, 47.93, 33.71, 35.58, 75.24, 39.53, 28909.31
85, 49.06, 47.99, 36.16, 38.05, 74.31, 41.20, 30825.89
90, 49.06, 48.08, 34.22, 35.97, 74.97, 39.94, 31590.92
95, 49.06, 47.90, 34.27, 36.19, 75.03, 39.91, 32822.85
100, 49.06, 47.51, 33.62, 35.88, 75.46, 39.33, 34186.28
