size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.71, 50.71, 100.00, 100.00, 100.00, 67.25, 0.54
0.02, 49.35, 49.35, 100.00, 100.00, 100.00, 66.04, 0.52
0.03, 47.91, 49.35, 75.45, 75.92, 79.79, 59.62, 0.78
0.04, 47.91, 48.59, 90.40, 90.87, 91.38, 63.16, 0.73
0.05, 47.91, 48.40, 77.82, 78.91, 81.97, 59.63, 0.96
0.06, 47.91, 48.59, 90.40, 90.87, 91.38, 63.16, 1.02
0.07, 47.91, 47.91, 100.00, 100.00, 100.00, 64.74, 1.04
0.08, 47.91, 47.91, 100.00, 100.00, 100.00, 64.74, 1.11
0.09, 47.91, 47.91, 100.00, 100.00, 100.00, 64.74, 1.39
0.1, 47.91, 47.91, 100.00, 100.00, 100.00, 64.74, 1.31
0.2, 47.91, 47.91, 100.00, 100.00, 100.00, 64.74, 2.38
0.3, 47.91, 48.84, 77.43, 78.22, 81.42, 59.85, 3.31
0.4, 47.91, 47.88, 94.85, 95.25, 95.39, 63.59, 4.35
0.5, 47.91, 47.56, 86.93, 88.00, 88.97, 61.44, 5.41
0.6, 47.91, 47.58, 87.62, 88.64, 89.50, 61.63, 7.70
0.7, 47.91, 47.27, 52.28, 55.00, 72.81, 49.60, 7.28
0.8, 47.91, 46.73, 79.11, 81.19, 83.84, 58.70, 8.26
0.9, 47.91, 47.34, 48.51, 51.17, 72.59, 47.87, 9.31
1, 47.91, 47.34, 48.51, 51.17, 72.59, 47.87, 10.38
5, 47.91, 48.44, 67.43, 68.79, 76.11, 56.33, 52.37
10, 47.89, 47.34, 48.61, 51.27, 72.59, 47.92, 103.13
15, 47.91, 49.35, 63.66, 64.26, 73.83, 55.55, 157.46
20, 47.91, 47.08, 31.88, 34.48, 76.35, 37.97, 218.29
25, 47.91, 48.41, 18.12, 19.08, 84.07, 26.33, 274.48
30, 47.91, 48.78, 45.45, 46.66, 71.79, 47.00, 336.73
35, 47.91, 49.16, 46.34, 47.17, 71.45, 47.66, 413.52
40, 47.91, 48.77, 47.23, 48.45, 71.64, 47.94, 511.43
45, 47.91, 48.56, 51.68, 53.12, 71.81, 50.02, 560.96
50, 47.91, 48.56, 51.68, 53.12, 71.81, 50.02, 660.66
55, 47.91, 49.33, 32.57, 33.17, 75.14, 39.19, 732.39
60, 47.91, 48.95, 37.03, 38.01, 73.55, 42.12, 822.66
65, 47.91, 50.06, 38.51, 38.45, 72.52, 43.49, 904.05
70, 47.91, 50.20, 37.03, 36.84, 72.96, 42.57, 1017.01
75, 47.91, 50.20, 37.03, 36.84, 72.96, 42.57, 1142.85
80, 47.91, 48.95, 37.03, 38.01, 73.55, 42.12, 1190.93
85, 47.91, 48.61, 36.34, 37.63, 73.95, 41.54, 1346.30
90, 47.91, 48.61, 36.34, 37.63, 73.95, 41.54, 1425.02
95, 47.91, 48.61, 36.34, 37.63, 73.95, 41.54, 1650.76
100, 47.91, 48.61, 36.34, 37.63, 73.95, 41.54, 1751.33
