size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 143.26
0.02, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 93.36
0.03, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 81.31
0.04, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 89.90
0.05, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 90.88
0.06, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 159.68
0.07, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 93.37
0.08, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 79.35
0.09, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 79.91
0.1, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 160.33
0.2, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 138.22
0.3, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 101.22
0.4, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 88.04
0.5, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 106.11
0.6, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 83.97
0.7, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 151.40
0.8, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 92.05
0.9, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 80.83
1, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 77.53
5, 50.31, 50.31, 100.00, 100.00, 100.00, 66.90, 83.33
10, 50.74, 51.64, 32.96, 31.26, 73.97, 40.19, 91.53
15, 50.11, 50.25, 86.24, 86.47, 87.56, 63.45, 96.26
20, 50.85, 51.79, 33.45, 31.53, 73.64, 40.60, 100.74
25, 51.50, 51.17, 78.89, 76.23, 79.10, 62.03, 105.13
30, 50.43, 50.85, 44.05, 43.12, 70.64, 47.16, 114.03
35, 49.51, 49.90, 89.58, 91.07, 91.66, 64.05, 128.14
40, 49.91, 50.27, 41.74, 41.81, 71.71, 45.56, 123.26
45, 49.55, 49.92, 87.88, 89.26, 90.08, 63.63, 121.06
50, 51.28, 52.74, 30.47, 27.65, 74.83, 38.58, 144.37
55, 49.80, 50.06, 90.42, 91.34, 91.84, 64.40, 172.86
60, 50.43, 51.50, 25.30, 24.13, 78.50, 33.89, 140.80
65, 49.82, 50.08, 87.22, 88.05, 88.97, 63.58, 143.13
70, 50.16, 50.59, 39.78, 39.33, 71.93, 44.49, 160.44
75, 48.90, 49.46, 71.98, 74.47, 79.57, 58.59, 158.03
80, 50.47, 51.88, 21.47, 20.16, 81.08, 30.33, 155.02
85, 48.30, 49.15, 79.38, 83.18, 85.69, 60.66, 239.38
90, 50.13, 50.37, 60.04, 59.90, 72.00, 54.74, 176.11
95, 49.17, 49.68, 80.45, 82.50, 84.78, 61.38, 174.87
100, 50.09, 50.74, 27.31, 26.84, 77.49, 35.46, 163.44
