size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 31.70
0.02, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 31.63
0.03, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 34.26
0.04, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 55.76
0.05, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 67.71
0.06, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 46.12
0.07, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 35.71
0.08, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 48.09
0.09, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 38.63
0.1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 33.21
0.2, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 32.89
0.3, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 33.61
0.4, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 32.79
0.5, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 32.96
0.6, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 34.41
0.7, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 33.64
0.8, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 47.40
0.9, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 36.78
1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 46.01
5, 51.79, 50.96, 75.40, 71.47, 75.58, 60.77, 36.62
10, 49.86, 49.60, 64.96, 65.01, 73.86, 56.20, 36.23
15, 53.02, 52.71, 51.76, 45.74, 66.48, 52.18, 37.24
20, 50.09, 49.61, 36.28, 36.30, 73.33, 41.86, 43.51
25, 51.32, 51.17, 41.69, 39.20, 70.26, 45.90, 42.83
30, 49.72, 49.52, 68.19, 68.48, 75.50, 57.32, 44.33
35, 50.14, 49.74, 44.92, 44.71, 70.95, 47.16, 45.54
40, 50.09, 49.73, 51.95, 51.73, 70.61, 50.76, 47.81
45, 49.72, 49.43, 57.26, 57.72, 71.82, 53.01, 48.80
50, 48.44, 47.48, 36.75, 40.04, 74.86, 41.39, 52.16
55, 49.43, 48.25, 26.21, 27.69, 78.81, 33.92, 51.63
60, 50.14, 49.75, 47.01, 46.77, 70.68, 48.29, 52.93
65, 50.00, 49.41, 31.91, 32.18, 75.31, 38.73, 54.09
70, 49.53, 48.65, 30.86, 32.09, 76.22, 37.72, 70.00
75, 50.14, 49.63, 31.43, 31.43, 75.43, 38.44, 61.72
80, 48.92, 48.63, 52.23, 54.35, 72.36, 50.32, 63.67
85, 48.63, 47.92, 40.55, 43.41, 73.61, 43.88, 99.65
90, 49.10, 48.39, 38.46, 40.41, 73.62, 42.81, 95.89
95, 48.63, 48.11, 44.73, 47.52, 72.89, 46.31, 64.91
100, 48.68, 45.98, 19.56, 22.64, 83.56, 27.41, 72.53
