size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.08, 48.19, 62.91, 64.58, 74.48, 54.52, 1.10
0.02, 49.08, 48.97, 41.03, 42.02, 72.41, 44.60, 1.19
0.03, 49.08, 48.96, 60.86, 61.85, 73.19, 54.21, 1.88
0.04, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 1.87
0.05, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 2.46
0.06, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 3.20
0.07, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 3.11
0.08, 49.08, 49.40, 77.11, 77.53, 80.84, 60.18, 3.50
0.09, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 4.55
0.1, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 4.25
0.2, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 8.27
0.3, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 12.05
0.4, 49.08, 49.01, 52.31, 53.29, 71.52, 50.56, 16.10
0.5, 49.08, 49.36, 45.07, 45.71, 71.46, 47.07, 19.60
0.6, 49.08, 49.05, 60.12, 61.03, 72.90, 53.98, 24.93
0.7, 49.08, 49.01, 52.31, 53.29, 71.52, 50.56, 27.52
0.8, 49.08, 49.43, 42.83, 43.39, 71.77, 45.85, 31.46
0.9, 49.08, 0.00, 0.00, 0.00, 100.00, 0.00, 64.85
1, 49.08, 49.50, 40.78, 41.26, 72.18, 44.67, 39.27
5, 49.08, 49.37, 51.16, 51.79, 71.19, 50.20, 200.75
10, 49.08, 49.26, 84.70, 85.08, 86.45, 62.25, 415.31
15, 49.09, 49.38, 51.16, 51.78, 71.18, 50.20, 660.73
20, 49.09, 49.38, 51.16, 51.78, 71.18, 50.20, 1087.80
25, 49.08, 49.23, 50.64, 51.41, 71.27, 49.88, 1418.76
30, 49.08, 49.14, 93.80, 94.00, 94.20, 64.45, 1877.24
35, 49.08, 49.22, 51.11, 51.88, 71.29, 50.10, 2227.17
40, 49.08, 48.91, 61.95, 62.97, 73.57, 54.61, 2746.82
45, 49.08, 49.22, 51.11, 51.88, 71.29, 50.10, 3476.03
50, 49.08, 49.22, 51.11, 51.88, 71.29, 50.10, 3863.19
55, 49.08, 48.93, 50.75, 51.82, 71.49, 49.78, 4395.78
60, 49.08, 48.71, 55.20, 56.48, 72.08, 51.70, 4651.34
65, 49.08, 48.93, 50.75, 51.82, 71.49, 49.78, 4896.77
70, 49.08, 48.70, 78.20, 79.08, 82.03, 59.97, 5685.65
75, 49.08, 49.16, 82.52, 83.00, 84.82, 61.57, 6014.25
80, 49.08, 49.16, 86.62, 87.00, 88.03, 62.67, 6336.45
85, 49.08, 49.16, 86.62, 87.00, 88.03, 62.67, 7213.85
90, 49.08, 49.16, 78.94, 79.49, 82.24, 60.54, 7564.01
95, 49.08, 49.43, 65.34, 65.85, 74.42, 56.23, 8060.82
100, 49.08, 49.32, 78.97, 79.42, 82.16, 60.67, 8486.84
