size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 169.98
0.02, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 183.66
0.03, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 182.72
0.04, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 174.85
0.05, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 178.22
0.06, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 173.49
0.07, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 184.35
0.08, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 180.53
0.09, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 175.12
0.1, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 179.74
0.2, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 176.87
0.3, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 178.25
0.4, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 175.86
0.5, 49.46, 0.00, 0.00, 0.00, 100.00, 0.00, 175.23
0.6, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 179.83
0.7, 50.54, 50.54, 100.00, 100.00, 100.00, 67.10, 178.47
0.8, 49.46, 0.00, 0.00, 0.00, 100.00, 0.00, 179.67
0.9, 49.46, 0.00, 0.00, 0.00, 100.00, 0.00, 177.82
1, 49.46, 0.00, 0.00, 0.00, 100.00, 0.00, 178.77
5, 51.67, 52.92, 39.62, 36.01, 70.30, 45.26, 285.94
10, 50.86, 51.34, 53.07, 51.39, 69.60, 52.14, 418.16
15, 50.26, 50.83, 48.40, 47.85, 70.37, 49.53, 524.64
20, 50.50, 51.02, 51.55, 50.57, 70.04, 51.23, 646.30
25, 50.43, 51.01, 48.61, 47.71, 70.12, 49.73, 748.66
30, 50.43, 51.21, 40.55, 39.47, 71.36, 45.21, 850.56
35, 50.89, 51.96, 37.48, 35.41, 71.85, 43.50, 959.22
40, 50.31, 51.03, 41.72, 40.92, 71.21, 45.86, 1082.99
45, 50.42, 51.28, 37.99, 36.88, 72.15, 43.59, 1170.50
50, 49.95, 50.67, 36.57, 36.39, 73.12, 42.43, 1289.47
55, 50.04, 51.01, 29.10, 28.56, 76.44, 37.01, 1521.49
60, 50.62, 52.04, 29.31, 27.61, 75.89, 37.45, 1529.95
65, 50.55, 52.08, 27.07, 25.45, 77.24, 35.58, 1624.31
70, 50.27, 51.37, 30.03, 29.05, 75.76, 37.86, 1688.18
75, 50.19, 51.04, 35.50, 34.81, 73.29, 41.83, 1788.40
80, 50.51, 51.69, 31.77, 30.33, 74.67, 39.30, 1874.43
85, 50.05, 51.26, 23.89, 23.21, 79.57, 32.55, 1966.14
90, 50.55, 52.30, 24.56, 22.89, 78.84, 33.38, 2062.40
95, 49.60, 50.27, 24.77, 25.04, 79.29, 33.15, 2151.76
100, 49.96, 50.99, 25.44, 24.99, 78.63, 33.90, 2288.19
