size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 43.89
0.02, 50.17, 49.29, 23.44, 23.63, 80.13, 31.73, 47.33
0.03, 48.64, 48.80, 76.08, 78.25, 81.82, 59.41, 45.36
0.04, 48.64, 48.80, 76.08, 78.25, 81.82, 59.41, 44.25
0.05, 49.83, 49.52, 69.93, 69.87, 76.06, 57.94, 49.26
0.06, 49.60, 49.52, 94.81, 94.73, 94.87, 65.02, 44.33
0.07, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 44.38
0.08, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 44.34
0.09, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 45.06
0.1, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 43.89
0.2, 49.26, 49.36, 96.64, 97.18, 97.23, 65.30, 45.16
0.3, 50.07, 49.76, 89.34, 88.42, 89.06, 63.87, 44.95
0.4, 48.45, 48.90, 91.55, 93.79, 94.17, 63.70, 45.99
0.5, 49.69, 49.45, 72.81, 72.98, 77.87, 58.85, 45.56
0.6, 49.74, 49.47, 71.47, 71.56, 77.04, 58.42, 45.54
0.7, 49.45, 49.40, 86.46, 86.82, 87.87, 62.82, 44.98
0.8, 49.64, 49.51, 87.70, 87.66, 88.52, 63.25, 45.80
0.9, 49.31, 49.28, 81.94, 82.67, 84.62, 61.50, 44.56
1, 50.45, 49.97, 76.18, 74.76, 78.47, 60.30, 45.53
5, 49.69, 49.39, 65.61, 65.91, 74.35, 56.30, 47.21
10, 50.74, 50.38, 32.08, 30.98, 74.65, 39.15, 57.56
15, 48.60, 47.97, 45.44, 48.31, 72.87, 46.62, 51.29
20, 48.93, 47.32, 27.95, 30.51, 78.24, 35.10, 51.60
25, 50.88, 50.81, 24.02, 22.79, 79.33, 32.57, 52.50
30, 50.88, 50.89, 21.90, 20.72, 80.80, 30.58, 53.75
35, 50.74, 50.44, 27.38, 26.37, 77.26, 35.45, 55.75
40, 51.21, 51.42, 26.13, 24.20, 77.73, 34.61, 58.06
45, 51.21, 51.09, 33.62, 31.54, 73.49, 40.51, 59.01
50, 50.40, 49.73, 17.58, 17.42, 84.24, 25.94, 69.70
55, 50.50, 50.00, 35.35, 34.65, 73.35, 41.37, 66.77
60, 50.88, 50.55, 35.54, 34.09, 72.92, 41.69, 66.67
65, 49.98, 49.30, 37.08, 37.38, 73.19, 42.28, 65.02
70, 51.02, 50.81, 33.24, 31.54, 73.84, 40.14, 65.90
75, 50.21, 49.65, 41.40, 41.15, 71.60, 45.10, 65.21
80, 50.55, 50.06, 37.66, 36.82, 72.40, 42.93, 68.66
85, 50.74, 50.38, 31.89, 30.79, 74.74, 39.01, 69.89
90, 50.64, 50.29, 24.78, 24.01, 78.96, 33.16, 72.70
95, 50.31, 49.68, 29.49, 29.28, 76.35, 36.96, 74.24
100, 50.88, 50.80, 24.50, 23.26, 79.01, 33.01, 76.08
