size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.44
0.02, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.12
0.03, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.56
0.04, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 42.58
0.05, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 49.66
0.06, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 44.79
0.07, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 42.48
0.08, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 42.68
0.09, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.10
0.1, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.38
0.2, 48.53, 48.45, 99.61, 99.37, 99.37, 65.15, 42.20
0.3, 48.39, 48.39, 100.00, 100.00, 100.00, 65.17, 43.69
0.4, 48.57, 48.47, 99.81, 99.46, 99.46, 65.21, 44.33
0.5, 51.01, 49.55, 69.57, 66.39, 73.04, 57.83, 45.16
0.6, 49.93, 48.98, 83.29, 81.34, 83.04, 61.63, 43.32
0.7, 49.32, 48.68, 87.15, 86.14, 87.09, 62.42, 53.15
0.8, 49.04, 48.36, 78.26, 78.35, 81.31, 59.73, 46.04
0.9, 50.72, 49.41, 76.43, 73.37, 77.06, 59.97, 56.37
1, 48.71, 48.47, 95.07, 94.75, 94.87, 64.16, 46.86
5, 47.64, 47.43, 75.75, 78.71, 82.36, 58.29, 46.94
10, 50.96, 49.22, 42.42, 41.03, 70.71, 45.51, 47.35
15, 50.12, 48.18, 40.97, 41.30, 72.05, 44.23, 50.55
20, 51.71, 50.18, 26.96, 25.09, 77.23, 35.03, 51.58
25, 51.47, 49.72, 25.89, 24.55, 78.07, 34.01, 53.54
30, 49.60, 46.90, 31.40, 33.33, 76.27, 37.57, 59.22
35, 50.77, 49.00, 42.51, 41.49, 70.89, 45.48, 56.91
40, 50.82, 48.95, 38.16, 37.32, 72.22, 42.84, 57.16
45, 51.85, 50.36, 33.43, 30.89, 73.39, 40.14, 58.53
50, 52.08, 50.77, 31.88, 28.99, 74.03, 39.12, 59.33
55, 51.15, 49.49, 46.76, 44.75, 69.54, 48.04, 60.82
60, 52.03, 50.51, 43.29, 39.76, 69.27, 46.57, 64.37
65, 50.96, 49.22, 42.51, 41.12, 70.68, 45.57, 63.20
70, 51.19, 49.52, 44.93, 42.93, 69.83, 47.06, 73.89
75, 50.68, 49.04, 49.37, 48.10, 69.83, 49.16, 70.58
80, 50.96, 49.21, 42.22, 40.85, 70.76, 45.40, 68.90
85, 50.07, 47.69, 32.85, 33.79, 75.17, 38.85, 70.27
90, 52.22, 51.16, 27.63, 24.73, 76.48, 35.84, 70.10
95, 51.71, 50.13, 36.04, 33.61, 72.25, 41.89, 75.40
100, 51.29, 49.44, 29.95, 28.71, 75.70, 37.26, 75.66
