size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.68, 49.43, 62.75, 63.18, 73.34, 55.25, 330.32
0.02, 49.71, 49.32, 50.76, 51.33, 71.13, 49.98, 273.42
0.03, 49.49, 49.18, 55.05, 55.98, 71.79, 51.90, 285.65
0.04, 49.66, 49.43, 64.82, 65.25, 74.13, 56.04, 306.25
0.05, 49.53, 49.31, 63.51, 64.23, 73.87, 55.47, 299.19
0.06, 49.61, 49.16, 47.09, 47.91, 71.38, 48.05, 310.18
0.07, 49.87, 49.29, 37.16, 37.61, 73.24, 42.32, 350.58
0.08, 49.55, 49.06, 44.78, 45.75, 71.71, 46.77, 303.45
0.09, 49.07, 48.94, 61.97, 63.62, 74.12, 54.64, 332.61
0.1, 49.61, 49.28, 55.10, 55.79, 71.62, 51.98, 340.05
0.2, 49.60, 49.27, 54.59, 55.31, 71.57, 51.74, 323.42
0.3, 49.35, 48.73, 40.66, 42.10, 72.76, 44.28, 291.11
0.4, 49.45, 48.92, 43.51, 44.71, 72.04, 46.01, 339.25
0.5, 49.93, 49.43, 41.57, 41.85, 71.87, 45.11, 293.45
0.6, 49.51, 49.00, 44.36, 45.42, 71.83, 46.51, 291.58
0.7, 49.72, 49.30, 48.32, 48.91, 71.15, 48.75, 298.24
0.8, 49.41, 49.03, 50.88, 52.05, 71.57, 49.89, 286.91
0.9, 49.71, 49.30, 49.61, 50.20, 71.13, 49.41, 284.85
1, 49.74, 49.34, 49.55, 50.07, 71.08, 49.39, 309.67
5, 49.55, 49.25, 56.28, 57.06, 71.89, 52.48, 312.23
10, 50.03, 49.54, 40.53, 40.62, 72.02, 44.53, 350.77
15, 49.37, 48.79, 41.99, 43.36, 72.42, 45.09, 374.66
20, 50.00, 49.49, 39.77, 39.94, 72.27, 44.05, 384.29
25, 49.65, 48.99, 36.95, 37.86, 73.55, 42.07, 427.32
30, 49.89, 49.16, 30.73, 31.27, 76.00, 37.77, 464.39
35, 49.12, 47.85, 28.93, 31.02, 77.55, 36.01, 506.21
40, 49.55, 48.73, 32.81, 33.97, 75.29, 39.16, 534.03
45, 49.66, 48.96, 35.01, 35.91, 74.26, 40.77, 551.20
50, 49.52, 48.64, 31.79, 33.03, 75.79, 38.40, 559.84
55, 49.32, 48.25, 30.21, 31.88, 76.73, 37.11, 666.19
60, 49.55, 48.60, 29.67, 30.89, 76.81, 36.80, 731.66
65, 49.58, 48.69, 30.99, 32.13, 76.12, 37.83, 696.84
70, 49.45, 48.32, 27.46, 28.91, 78.09, 34.97, 647.12
75, 49.34, 47.92, 24.69, 26.40, 79.80, 32.54, 656.63
80, 49.19, 47.47, 22.97, 25.02, 80.99, 30.92, 682.06
85, 48.62, 47.02, 28.33, 31.41, 78.25, 35.31, 696.22
90, 49.22, 47.78, 25.63, 27.57, 79.31, 33.32, 741.38
95, 48.58, 46.62, 25.35, 28.56, 79.93, 32.79, 759.17
100, 48.68, 46.88, 26.03, 29.03, 79.46, 33.43, 770.72
