size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 39.02
0.02, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 39.67
0.03, 48.71, 47.28, 39.65, 42.56, 73.85, 43.08, 43.77
0.04, 48.67, 48.79, 94.17, 95.14, 95.31, 64.23, 43.75
0.05, 48.67, 48.79, 94.17, 95.14, 95.31, 64.23, 40.25
0.06, 48.90, 48.94, 96.70, 97.10, 97.16, 64.95, 39.70
0.07, 48.90, 48.94, 96.70, 97.10, 97.16, 64.95, 39.24
0.08, 48.90, 48.94, 96.70, 97.10, 97.16, 64.95, 39.06
0.09, 48.90, 48.94, 96.70, 97.10, 97.16, 64.95, 40.75
0.1, 48.90, 48.94, 96.70, 97.10, 97.16, 64.95, 39.52
0.2, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 39.02
0.3, 49.81, 49.35, 88.63, 87.56, 88.29, 63.35, 38.65
0.4, 49.81, 49.35, 88.63, 87.56, 88.29, 63.35, 38.77
0.5, 49.43, 48.48, 49.66, 50.80, 71.51, 49.01, 40.52
0.6, 49.05, 48.46, 61.03, 62.49, 73.64, 53.97, 39.31
0.7, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 39.32
0.8, 51.57, 50.38, 83.09, 78.77, 80.56, 62.68, 39.02
0.9, 51.10, 50.11, 64.14, 61.46, 71.16, 56.22, 40.72
1, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 48.07
5, 49.67, 49.24, 84.45, 83.82, 85.25, 62.16, 41.37
10, 50.52, 49.49, 42.86, 42.10, 70.97, 45.89, 46.72
15, 49.29, 48.52, 55.78, 56.97, 72.12, 51.85, 42.22
20, 50.05, 46.41, 11.95, 13.28, 89.04, 18.98, 42.16
25, 49.09, 47.84, 41.89, 43.97, 72.87, 44.61, 42.79
30, 50.14, 48.81, 34.01, 34.33, 74.38, 40.04, 42.30
35, 50.24, 49.00, 35.67, 35.73, 73.59, 41.23, 42.89
40, 50.38, 49.28, 40.04, 39.66, 71.89, 44.13, 45.05
45, 50.57, 49.48, 37.12, 36.48, 72.69, 42.37, 42.97
50, 49.52, 48.68, 53.94, 54.72, 71.53, 51.13, 44.75
55, 49.67, 48.65, 47.33, 48.08, 71.32, 47.93, 47.86
60, 49.67, 48.65, 47.33, 48.08, 71.32, 47.93, 49.71
65, 53.62, 56.01, 25.36, 19.18, 77.06, 34.87, 47.93
70, 52.05, 52.04, 28.47, 25.26, 75.85, 36.76, 49.43
75, 51.05, 50.08, 63.95, 61.37, 71.17, 56.12, 49.45
80, 49.67, 48.65, 47.33, 48.08, 71.32, 47.93, 50.60
85, 52.81, 52.62, 38.10, 33.02, 70.16, 44.15, 50.50
90, 52.81, 52.62, 38.10, 33.02, 70.16, 44.15, 50.84
95, 52.19, 54.71, 14.67, 11.69, 86.12, 23.11, 56.89
100, 49.86, 47.81, 24.39, 25.63, 79.83, 32.26, 57.75
