size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 38.96
0.02, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 38.08
0.03, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 44.72
0.04, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 39.88
0.05, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 51.85
0.06, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 42.22
0.07, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 45.95
0.08, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 39.20
0.09, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 38.00
0.1, 49.21, 49.21, 100.00, 100.00, 100.00, 65.92, 37.63
0.2, 50.22, 49.67, 88.52, 86.90, 87.65, 63.59, 37.71
0.3, 49.11, 48.82, 70.23, 71.35, 77.31, 57.55, 38.23
0.4, 49.83, 49.48, 93.29, 92.27, 92.52, 64.62, 37.94
0.5, 50.07, 49.40, 59.73, 59.28, 71.67, 54.02, 39.10
0.6, 49.69, 49.27, 75.29, 75.12, 79.08, 59.51, 37.72
0.7, 49.07, 48.90, 77.53, 78.51, 81.66, 59.92, 38.79
0.8, 49.83, 49.42, 83.56, 82.85, 84.46, 62.06, 38.81
0.9, 49.11, 48.20, 45.62, 47.50, 72.20, 46.83, 38.85
1, 48.83, 48.57, 67.80, 69.56, 76.65, 56.55, 53.66
5, 49.02, 48.78, 72.18, 73.42, 78.52, 58.17, 43.07
10, 49.40, 47.46, 26.36, 28.28, 78.88, 33.85, 45.11
15, 49.55, 47.77, 27.04, 28.65, 78.38, 34.49, 42.35
20, 50.65, 49.80, 36.28, 35.44, 72.91, 41.93, 43.15
25, 50.12, 49.06, 35.70, 35.91, 73.65, 41.28, 43.46
30, 50.02, 48.83, 32.49, 32.99, 75.14, 38.97, 42.12
35, 50.69, 49.86, 35.02, 34.12, 73.39, 41.09, 43.93
40, 50.60, 49.31, 13.91, 13.85, 87.20, 21.67, 44.89
45, 51.80, 51.55, 34.05, 31.01, 72.88, 40.96, 42.84
50, 50.69, 49.83, 27.82, 27.14, 77.11, 35.66, 45.74
55, 51.75, 51.19, 41.83, 38.64, 69.84, 45.99, 52.00
60, 52.23, 52.05, 37.06, 33.08, 71.10, 43.25, 49.88
65, 51.22, 50.46, 47.57, 45.24, 69.25, 48.92, 47.41
70, 50.07, 49.16, 42.51, 42.60, 71.55, 45.54, 45.92
75, 50.36, 49.58, 51.95, 51.18, 70.20, 50.69, 50.40
80, 51.36, 50.92, 32.39, 30.25, 74.07, 39.55, 49.66
85, 51.32, 50.88, 30.93, 28.93, 74.88, 38.43, 50.03
90, 51.32, 50.88, 30.93, 28.93, 74.88, 38.43, 53.70
95, 51.32, 50.88, 30.93, 28.93, 74.88, 38.43, 52.87
100, 51.32, 50.88, 30.93, 28.93, 74.88, 38.43, 60.48
