size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 100.31
0.02, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 114.00
0.03, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 104.60
0.04, 51.11, 51.02, 92.38, 91.45, 91.77, 65.69, 103.13
0.05, 50.19, 50.51, 93.79, 94.77, 94.98, 65.61, 102.73
0.06, 48.69, 49.70, 88.76, 92.64, 93.32, 63.68, 104.20
0.07, 49.05, 49.84, 53.81, 55.86, 72.48, 51.70, 104.00
0.08, 50.32, 50.59, 92.16, 92.82, 93.15, 65.28, 102.94
0.09, 50.68, 50.84, 86.56, 86.32, 87.36, 64.01, 103.35
0.1, 50.53, 50.69, 94.54, 94.86, 95.02, 65.94, 101.40
0.2, 49.77, 50.28, 95.81, 97.73, 97.82, 65.90, 105.19
0.3, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 102.41
0.4, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 104.28
0.5, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 111.77
0.6, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 104.75
0.7, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 105.66
0.8, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 105.01
0.9, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 103.23
1, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 107.07
5, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 120.08
10, 49.92, 50.59, 58.35, 58.77, 72.03, 54.15, 129.39
15, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 133.54
20, 50.39, 51.18, 49.89, 49.09, 70.15, 50.47, 149.88
25, 50.77, 50.77, 100.00, 100.00, 100.00, 67.30, 151.41
30, 49.81, 50.58, 49.63, 50.00, 70.98, 50.05, 179.26
35, 50.70, 50.75, 98.37, 98.45, 98.47, 66.91, 178.23
40, 50.86, 51.43, 57.87, 56.36, 70.37, 54.41, 185.43
45, 50.66, 50.80, 89.69, 89.59, 90.18, 64.81, 190.29
50, 50.82, 51.99, 40.86, 38.91, 70.80, 45.71, 215.55
55, 50.35, 50.59, 94.45, 95.14, 95.30, 65.84, 206.32
60, 50.41, 51.57, 38.25, 37.05, 72.01, 43.88, 205.95
65, 50.37, 50.63, 89.69, 90.18, 90.77, 64.68, 221.83
70, 49.90, 50.94, 35.83, 35.59, 73.38, 42.02, 237.38
75, 50.06, 50.48, 85.72, 86.73, 87.89, 63.49, 240.27
80, 49.59, 50.45, 39.84, 40.36, 72.45, 44.47, 245.91
85, 50.12, 50.50, 88.89, 89.86, 90.55, 64.36, 253.92
90, 49.23, 50.00, 42.53, 43.86, 72.30, 45.91, 270.88
95, 50.37, 50.67, 85.32, 85.68, 86.93, 63.53, 282.23
100, 48.44, 48.94, 35.65, 38.36, 74.91, 41.21, 309.34
