size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 100.91
0.02, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 110.24
0.03, 51.07, 51.22, 97.01, 97.35, 97.40, 67.00, 102.37
0.04, 49.44, 50.42, 88.38, 91.59, 92.33, 64.16, 100.98
0.05, 49.40, 50.43, 81.27, 84.19, 86.25, 62.19, 105.94
0.06, 49.51, 50.51, 78.85, 81.41, 84.11, 61.53, 115.11
0.07, 49.33, 50.38, 83.66, 86.84, 88.37, 62.84, 107.08
0.08, 49.33, 50.38, 83.01, 86.16, 87.82, 62.66, 102.46
0.09, 49.51, 50.49, 83.40, 86.20, 87.79, 62.85, 102.97
0.1, 49.42, 50.44, 82.27, 85.20, 87.02, 62.49, 115.26
0.2, 49.84, 50.66, 87.13, 89.45, 90.37, 64.02, 103.53
0.3, 50.27, 50.80, 97.66, 99.68, 99.71, 66.79, 104.28
0.4, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 103.50
0.5, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 111.20
0.6, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 106.07
0.7, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 111.55
0.8, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 109.29
0.9, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 105.97
1, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 110.82
5, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 115.01
10, 50.02, 51.48, 45.34, 45.04, 70.83, 48.16, 124.70
15, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 138.46
20, 49.49, 50.96, 41.53, 42.12, 72.06, 45.71, 149.55
25, 51.31, 51.31, 100.00, 100.00, 100.00, 67.78, 155.33
30, 50.11, 51.71, 41.87, 41.21, 71.25, 46.23, 183.75
35, 51.18, 51.26, 99.13, 99.36, 99.36, 67.53, 174.17
40, 50.58, 51.80, 52.93, 51.90, 70.07, 52.31, 212.74
45, 50.78, 51.08, 95.93, 96.80, 96.89, 66.62, 217.56
50, 51.05, 52.53, 47.68, 45.41, 69.28, 49.94, 211.75
55, 50.80, 51.13, 93.41, 94.11, 94.34, 66.04, 222.61
60, 51.51, 53.27, 44.86, 41.48, 69.00, 48.66, 232.87
65, 50.73, 51.10, 92.59, 93.38, 93.67, 65.81, 236.21
70, 50.80, 52.46, 43.91, 41.94, 70.03, 47.76, 247.72
75, 50.44, 50.97, 90.03, 91.27, 91.82, 65.04, 249.68
80, 50.87, 52.65, 42.26, 40.06, 70.28, 46.84, 258.89
85, 51.53, 51.52, 93.97, 93.19, 93.39, 66.51, 285.02
90, 50.73, 52.77, 38.01, 35.86, 71.61, 44.14, 270.14
95, 50.65, 51.15, 84.87, 85.43, 86.76, 63.78, 301.86
100, 49.93, 52.18, 29.09, 28.10, 76.28, 37.30, 315.47
