size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 105.36
0.02, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 162.20
0.03, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 171.62
0.04, 50.73, 50.67, 92.11, 91.50, 91.84, 65.33, 156.56
0.05, 50.46, 50.50, 95.57, 95.57, 95.67, 66.04, 152.93
0.06, 50.15, 50.42, 77.58, 77.85, 81.01, 61.07, 178.28
0.07, 49.45, 49.96, 53.04, 54.20, 71.72, 51.40, 174.32
0.08, 50.37, 50.48, 90.25, 90.33, 90.85, 64.70, 158.78
0.09, 50.19, 50.37, 92.51, 92.99, 93.29, 65.18, 158.61
0.1, 50.50, 50.53, 95.44, 95.34, 95.45, 66.03, 186.21
0.2, 50.10, 50.31, 96.37, 97.11, 97.17, 66.06, 114.41
0.3, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 119.70
0.4, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 196.36
0.5, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 138.02
0.6, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 145.46
0.7, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 112.18
0.8, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 107.40
0.9, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 134.42
1, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 108.95
5, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 164.16
10, 50.68, 51.41, 42.93, 41.41, 70.51, 46.74, 154.53
15, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 146.04
20, 49.83, 50.36, 46.12, 46.38, 71.09, 48.10, 159.06
25, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 161.05
30, 50.93, 51.72, 42.71, 40.69, 70.27, 46.74, 207.43
35, 50.21, 50.36, 98.23, 98.78, 98.80, 66.54, 233.87
40, 50.62, 51.31, 43.33, 41.95, 70.51, 46.94, 311.34
45, 50.55, 50.53, 100.00, 99.91, 99.91, 67.09, 271.05
50, 50.79, 51.48, 44.84, 43.13, 70.02, 47.88, 231.50
55, 50.41, 50.48, 95.70, 95.80, 95.89, 66.05, 280.08
60, 51.67, 53.01, 37.79, 34.18, 70.98, 44.08, 296.04
65, 50.44, 50.50, 93.40, 93.40, 93.63, 65.51, 381.07
70, 50.10, 50.70, 43.29, 42.95, 71.14, 46.65, 412.08
75, 50.30, 50.42, 94.64, 94.94, 95.09, 65.75, 375.34
80, 50.46, 51.02, 47.67, 46.70, 70.13, 49.24, 433.76
85, 50.32, 50.44, 94.06, 94.30, 94.49, 65.62, 426.56
90, 50.84, 51.40, 48.83, 47.11, 69.55, 50.03, 348.34
95, 49.65, 50.09, 90.39, 91.91, 92.41, 64.41, 338.45
100, 50.91, 51.63, 44.22, 42.27, 69.99, 47.59, 342.43
