size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.21, 48.80, 50.60, 52.15, 71.83, 49.64, 290.43
0.02, 49.53, 48.57, 31.40, 32.66, 75.97, 38.10, 250.09
0.03, 49.39, 49.21, 66.54, 67.47, 75.31, 56.53, 250.62
0.04, 49.20, 49.16, 73.71, 74.88, 79.36, 58.94, 290.59
0.05, 48.95, 48.94, 69.97, 71.70, 77.73, 57.55, 413.53
0.06, 49.53, 49.27, 61.77, 62.49, 73.25, 54.77, 386.52
0.07, 49.52, 49.15, 54.03, 54.90, 71.61, 51.42, 340.49
0.08, 49.82, 49.54, 67.40, 67.44, 74.91, 57.06, 333.89
0.09, 49.80, 49.40, 54.04, 54.37, 71.19, 51.57, 266.90
0.1, 49.36, 48.74, 42.80, 44.20, 72.29, 45.53, 255.97
0.2, 49.62, 49.23, 53.63, 54.32, 71.42, 51.29, 266.31
0.3, 49.51, 49.19, 57.61, 58.45, 72.20, 53.02, 265.41
0.4, 49.55, 49.27, 60.68, 61.37, 72.89, 54.33, 262.60
0.5, 49.91, 49.54, 58.72, 58.75, 71.80, 53.69, 259.43
0.6, 50.07, 49.48, 36.38, 36.48, 73.34, 41.89, 254.98
0.7, 49.92, 49.55, 57.88, 57.89, 71.59, 53.34, 255.70
0.8, 49.70, 49.27, 50.63, 51.21, 71.13, 49.89, 271.86
0.9, 49.28, 48.72, 44.89, 46.40, 72.05, 46.68, 372.49
1, 49.74, 49.28, 48.49, 49.02, 71.11, 48.83, 439.87
5, 49.66, 49.19, 48.38, 49.08, 71.23, 48.73, 391.53
10, 49.40, 49.02, 52.48, 53.62, 71.64, 50.64, 377.14
15, 49.33, 48.72, 42.91, 44.36, 72.30, 45.58, 335.60
20, 49.24, 48.65, 43.86, 45.46, 72.24, 46.08, 339.38
25, 49.27, 48.73, 45.71, 47.24, 71.96, 47.12, 361.62
30, 49.90, 49.53, 57.33, 57.39, 71.51, 53.09, 348.11
35, 49.92, 49.54, 57.40, 57.42, 71.50, 53.13, 338.92
40, 49.66, 48.96, 37.14, 38.04, 73.47, 42.19, 373.83
45, 48.91, 48.36, 45.61, 47.85, 72.44, 46.89, 395.81
50, 49.57, 49.05, 45.59, 46.51, 71.59, 47.20, 415.86
55, 48.76, 48.44, 53.14, 55.55, 72.67, 50.64, 477.36
60, 49.42, 48.69, 38.77, 40.13, 73.20, 43.12, 431.42
65, 49.60, 48.89, 37.64, 38.65, 73.36, 42.49, 389.73
70, 50.18, 49.56, 30.78, 30.77, 75.75, 37.93, 429.18
75, 49.83, 48.82, 25.78, 26.54, 78.83, 33.69, 437.19
80, 48.97, 47.87, 33.38, 35.71, 75.59, 39.29, 436.37
85, 49.14, 47.74, 27.92, 30.01, 78.08, 35.19, 430.84
90, 49.01, 48.00, 34.74, 36.97, 75.01, 40.26, 488.89
95, 49.50, 48.23, 26.17, 27.59, 78.81, 33.89, 446.54
100, 49.18, 48.47, 40.61, 42.40, 72.98, 44.14, 518.95
