size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.49, 50.49, 100.00, 100.00, 100.00, 67.06, 0.28
0.02, 50.49, 50.49, 100.00, 100.00, 100.00, 67.06, 1.46
0.03, 50.49, 50.49, 100.00, 100.00, 100.00, 67.06, 1.58
0.04, 50.49, 50.49, 100.00, 100.00, 100.00, 67.06, 1.69
0.05, 50.49, 49.59, 56.63, 57.03, 71.65, 52.83, 5.25
0.06, 50.49, 49.59, 56.63, 57.03, 71.65, 52.83, 5.37
0.07, 50.49, 50.49, 100.00, 100.00, 100.00, 67.06, 5.44
0.08, 50.49, 49.29, 86.39, 86.72, 87.78, 62.72, 8.95
0.09, 50.49, 49.29, 86.39, 86.72, 87.78, 62.72, 9.01
0.1, 50.49, 49.29, 86.39, 86.72, 87.78, 62.72, 9.43
0.2, 50.49, 49.59, 90.20, 90.35, 90.88, 63.95, 20.89
0.3, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 25.03
0.4, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 29.30
0.5, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 42.28
0.6, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 49.37
0.7, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 68.25
0.8, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 72.74
0.9, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 95.37
1, 50.49, 49.70, 96.32, 96.36, 96.43, 65.52, 111.43
5, 50.49, 49.63, 94.86, 94.93, 95.07, 65.12, 1464.27
10, 50.49, 50.33, 90.60, 90.48, 90.97, 64.67, 1589.58
15, 50.49, 50.36, 95.34, 95.28, 95.39, 65.87, 1684.77
20, 50.49, 50.26, 85.50, 85.37, 86.59, 63.26, 1794.03
25, 50.49, 50.36, 96.05, 96.00, 96.08, 66.03, 1903.69
30, 50.49, 52.03, 43.86, 41.87, 70.04, 47.54, 1960.94
35, 50.49, 50.29, 95.48, 95.43, 95.53, 65.84, 2038.93
40, 50.49, 50.17, 92.55, 92.50, 92.80, 65.02, 2162.61
45, 50.49, 50.23, 94.99, 94.94, 95.08, 65.67, 2237.94
50, 50.49, 49.99, 82.22, 82.23, 84.13, 62.13, 2416.19
55, 50.49, 50.22, 94.99, 94.95, 95.08, 65.66, 2958.62
60, 50.49, 51.29, 40.67, 39.43, 71.24, 45.31, 2580.64
65, 50.49, 50.13, 94.10, 94.07, 94.26, 65.37, 2610.47
70, 50.49, 51.14, 42.62, 41.50, 70.82, 46.44, 2694.93
75, 50.49, 50.08, 93.75, 93.73, 93.94, 65.24, 2766.22
80, 50.49, 51.16, 44.17, 43.03, 70.49, 47.36, 2815.54
85, 50.49, 50.05, 94.01, 94.00, 94.19, 65.28, 2912.30
90, 50.49, 51.31, 41.73, 40.46, 70.94, 45.98, 2968.20
95, 50.49, 50.05, 93.79, 93.78, 93.99, 65.22, 3047.48
100, 50.49, 51.36, 42.00, 40.68, 70.85, 46.16, 3102.52
