size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 47.82
0.02, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 60.25
0.03, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 55.66
0.04, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 45.68
0.05, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 45.76
0.06, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 46.33
0.07, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 67.51
0.08, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 76.29
0.09, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 49.59
0.1, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 47.57
0.2, 48.76, 48.46, 97.96, 97.10, 97.13, 64.80, 88.13
0.3, 48.81, 48.38, 91.17, 90.68, 91.11, 63.17, 64.81
0.4, 48.48, 48.17, 89.61, 89.86, 90.46, 62.62, 55.49
0.5, 49.41, 48.25, 67.09, 67.06, 74.70, 56.08, 49.30
0.6, 49.51, 48.35, 68.45, 68.14, 75.10, 56.62, 46.98
0.7, 47.82, 47.81, 88.93, 90.50, 91.17, 62.14, 56.62
0.8, 48.57, 48.09, 83.11, 83.62, 85.31, 60.88, 46.48
0.9, 49.74, 48.75, 81.26, 79.64, 81.81, 60.89, 46.16
1, 48.67, 48.26, 89.03, 88.96, 89.63, 62.55, 45.69
5, 49.32, 48.32, 72.82, 72.58, 77.50, 58.05, 48.60
10, 51.80, 50.06, 39.03, 36.29, 70.95, 43.81, 49.94
15, 51.80, 50.05, 53.88, 50.14, 68.12, 51.84, 62.97
20, 49.27, 46.96, 39.81, 41.90, 73.34, 43.04, 83.71
25, 50.44, 48.50, 43.98, 43.53, 70.94, 46.08, 64.01
30, 50.73, 48.80, 43.30, 42.35, 70.77, 45.83, 59.44
35, 50.16, 48.38, 49.32, 49.05, 70.53, 48.80, 58.07
40, 50.63, 48.72, 44.47, 43.62, 70.62, 46.45, 62.82
45, 50.87, 49.05, 47.57, 46.06, 69.79, 48.25, 61.40
50, 51.52, 49.63, 32.43, 30.68, 74.21, 39.18, 65.25
55, 51.57, 49.78, 43.88, 41.27, 69.66, 46.60, 77.40
60, 51.29, 49.31, 34.56, 33.12, 73.34, 40.59, 69.37
65, 50.59, 48.64, 43.40, 42.71, 70.91, 45.82, 68.98
70, 51.15, 49.19, 38.25, 36.83, 71.90, 42.99, 70.02
75, 50.30, 48.11, 38.35, 38.55, 72.71, 42.63, 72.41
80, 50.73, 48.39, 32.14, 31.95, 75.01, 38.58, 74.73
85, 51.57, 49.72, 34.47, 32.49, 73.15, 40.66, 79.08
90, 52.27, 51.01, 26.99, 24.16, 76.90, 35.26, 93.18
95, 51.33, 49.34, 32.52, 31.13, 74.31, 39.16, 97.82
100, 51.85, 50.17, 28.16, 26.06, 76.43, 36.02, 101.94
