size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.31, 48.59, 45.80, 47.26, 71.91, 47.11, 271.23
0.02, 49.50, 48.92, 51.36, 52.31, 71.43, 50.06, 237.66
0.03, 49.57, 49.22, 66.93, 67.37, 75.04, 56.68, 232.28
0.04, 49.73, 49.36, 69.60, 69.66, 76.00, 57.71, 237.61
0.05, 49.98, 49.50, 63.40, 63.10, 72.95, 55.54, 235.22
0.06, 50.44, 49.81, 47.04, 46.24, 70.31, 48.33, 230.93
0.07, 50.02, 49.42, 52.40, 52.31, 70.73, 50.82, 265.21
0.08, 49.98, 49.40, 52.56, 52.53, 70.78, 50.88, 234.25
0.09, 50.15, 49.59, 57.61, 57.14, 71.14, 53.25, 353.11
0.1, 50.69, 50.06, 59.44, 57.84, 70.65, 54.30, 314.28
0.2, 49.92, 49.36, 54.66, 54.71, 71.06, 51.82, 248.29
0.3, 49.94, 49.33, 50.97, 51.07, 70.79, 50.09, 315.72
0.4, 49.64, 49.00, 48.49, 49.24, 71.26, 48.69, 278.84
0.5, 49.97, 49.45, 58.50, 58.34, 71.60, 53.54, 380.50
0.6, 49.79, 49.28, 57.60, 57.83, 71.71, 53.06, 409.44
0.7, 50.42, 49.78, 46.95, 46.20, 70.35, 48.27, 339.22
0.8, 50.02, 49.24, 39.45, 39.68, 72.39, 43.76, 253.11
0.9, 49.78, 49.00, 41.60, 42.24, 72.07, 44.95, 346.68
1, 50.31, 49.64, 43.69, 43.23, 70.99, 46.43, 414.97
5, 49.42, 48.88, 52.99, 54.05, 71.64, 50.80, 341.58
10, 50.40, 49.76, 44.83, 44.15, 70.67, 47.11, 294.39
15, 50.46, 49.81, 41.55, 40.85, 71.31, 45.26, 440.45
20, 50.10, 49.31, 37.70, 37.82, 72.88, 42.68, 487.44
25, 49.89, 49.04, 37.55, 38.07, 73.14, 42.48, 376.67
30, 50.10, 49.32, 38.60, 38.69, 72.57, 43.26, 360.36
35, 50.29, 49.66, 48.66, 48.12, 70.36, 49.11, 517.99
40, 49.74, 48.31, 25.38, 26.49, 79.18, 33.23, 445.95
45, 49.30, 47.74, 28.29, 30.21, 77.81, 35.48, 361.23
50, 49.95, 48.90, 29.98, 30.56, 76.40, 37.12, 538.52
55, 49.43, 48.52, 39.48, 40.86, 73.03, 43.48, 500.03
60, 49.76, 49.05, 44.98, 45.57, 71.44, 46.88, 369.89
65, 48.73, 48.07, 47.71, 50.27, 72.54, 47.84, 507.90
70, 49.89, 49.06, 38.97, 39.46, 72.68, 43.39, 577.17
75, 50.16, 49.43, 40.15, 40.07, 72.02, 44.26, 374.73
80, 49.53, 48.70, 41.59, 42.73, 72.37, 44.82, 532.34
85, 49.97, 49.04, 33.89, 34.35, 74.50, 40.03, 582.29
90, 49.91, 48.49, 23.13, 23.97, 80.52, 31.28, 489.07
95, 49.67, 47.92, 22.21, 23.54, 81.28, 30.31, 634.57
100, 49.75, 47.65, 17.85, 19.13, 84.35, 25.93, 525.23
