size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 170.08
0.02, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 190.99
0.03, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 167.74
0.04, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 168.89
0.05, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 179.33
0.06, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 195.46
0.07, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 184.39
0.08, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 168.33
0.09, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 171.77
0.1, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 170.70
0.2, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 173.44
0.3, 50.46, 50.46, 100.00, 100.00, 100.00, 67.03, 174.40
0.4, 50.54, 50.86, 58.93, 58.00, 71.07, 54.55, 170.17
0.5, 50.07, 50.55, 48.82, 48.65, 70.61, 49.62, 171.18
0.6, 50.48, 50.47, 99.84, 99.81, 99.81, 67.00, 183.99
0.7, 50.26, 50.72, 50.31, 49.78, 70.34, 50.46, 180.45
0.8, 50.07, 50.75, 36.02, 35.61, 73.22, 42.09, 176.74
0.9, 49.54, 0.00, 0.00, 0.00, 100.00, 0.00, 171.48
1, 49.54, 0.00, 0.00, 0.00, 100.00, 0.00, 173.29
5, 49.08, 46.43, 5.87, 6.90, 94.39, 10.40, 207.32
10, 49.62, 50.06, 66.42, 67.50, 75.39, 57.04, 222.68
15, 49.46, 49.91, 44.54, 45.54, 71.76, 47.03, 224.23
20, 50.57, 50.72, 71.91, 71.17, 76.51, 59.44, 219.13
25, 50.01, 50.68, 34.67, 34.37, 73.82, 41.12, 250.76
30, 50.03, 50.58, 42.90, 42.70, 71.30, 46.37, 256.91
35, 50.25, 51.56, 23.23, 22.23, 79.93, 31.99, 274.09
40, 50.31, 51.03, 38.12, 37.26, 72.23, 43.59, 284.46
45, 49.12, 48.90, 18.24, 19.42, 84.04, 26.53, 275.20
50, 50.13, 50.67, 44.33, 43.97, 70.94, 47.24, 329.75
55, 50.14, 50.82, 37.06, 36.53, 72.78, 42.81, 316.87
60, 49.85, 50.33, 46.30, 46.54, 71.06, 48.18, 333.32
65, 49.94, 50.46, 44.15, 44.16, 71.20, 47.04, 341.57
70, 49.86, 50.35, 46.40, 46.62, 71.04, 48.24, 375.92
75, 49.83, 50.35, 41.47, 41.64, 71.84, 45.43, 363.97
80, 49.93, 50.44, 44.44, 44.48, 71.17, 47.20, 384.98
85, 50.19, 50.92, 35.92, 35.26, 73.14, 42.07, 397.38
90, 49.81, 50.33, 40.59, 40.81, 72.07, 44.89, 393.83
95, 50.05, 50.80, 32.01, 31.58, 74.96, 39.23, 405.80
100, 49.65, 50.14, 37.91, 38.40, 73.01, 43.13, 459.30
