size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.01
0.02, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.01
0.03, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.03
0.04, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.04
0.05, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.06
0.06, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.09
0.07, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.12
0.08, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.16
0.09, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.21
0.1, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 0.26
0.2, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 1.12
0.3, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 2.67
0.4, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 4.96
0.5, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 7.98
0.6, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 11.95
0.7, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 16.54
0.8, 50.21, 0.00, 0.00, 0.00, 100.00, 0.00, 22.36
0.9, 50.21, 48.44, 9.56, 10.11, 91.00, 15.94, 25.78
1, 50.21, 48.44, 9.56, 10.11, 91.00, 15.94, 26.04
5, 50.21, 50.12, 44.48, 44.36, 71.07, 47.08, 69.29
10, 50.21, 50.60, 48.55, 47.95, 70.33, 49.51, 119.83
15, 50.21, 50.40, 45.69, 45.29, 70.72, 47.88, 148.85
20, 50.21, 50.59, 49.63, 49.04, 70.30, 50.05, 184.42
25, 50.21, 50.56, 49.22, 48.66, 70.33, 49.83, 217.29
30, 50.21, 50.63, 50.37, 49.74, 70.26, 50.45, 235.37
35, 50.21, 50.63, 49.30, 48.67, 70.28, 49.91, 250.29
40, 50.21, 50.59, 51.55, 50.96, 70.32, 51.02, 264.58
45, 50.21, 50.41, 50.78, 50.36, 70.42, 50.54, 280.11
50, 50.21, 50.41, 51.21, 50.80, 70.44, 50.75, 297.60
55, 50.21, 50.15, 48.02, 47.86, 70.66, 49.01, 317.84
60, 50.21, 50.17, 48.10, 47.93, 70.65, 49.06, 333.19
65, 50.21, 50.45, 48.45, 48.00, 70.44, 49.38, 371.32
70, 50.21, 50.45, 51.04, 50.59, 70.40, 50.70, 367.85
75, 50.21, 50.57, 49.57, 49.00, 70.31, 50.02, 379.44
80, 50.21, 50.55, 50.35, 49.80, 70.32, 50.40, 390.75
85, 50.21, 50.48, 49.30, 48.82, 70.38, 49.83, 403.94
90, 50.21, 50.42, 49.52, 49.10, 70.42, 49.92, 419.07
95, 50.21, 50.40, 49.46, 49.07, 70.44, 49.88, 440.97
100, 50.21, 50.53, 49.33, 48.80, 70.34, 49.88, 448.25
