size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.01
0.02, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 0.03
0.03, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.07
0.04, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.14
0.05, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.21
0.06, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 0.31
0.07, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.45
0.08, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.58
0.09, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.74
0.1, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 0.94
0.2, 49.06, 49.06, 100.00, 100.00, 100.00, 65.78, 4.13
0.3, 49.06, 0.00, 0.00, 0.00, 100.00, 0.00, 9.97
0.4, 49.06, 48.77, 60.28, 61.46, 73.17, 53.87, 17.57
0.5, 49.06, 48.30, 39.20, 40.83, 73.24, 43.23, 18.11
0.6, 49.06, 48.50, 42.44, 43.92, 72.40, 45.22, 18.75
0.7, 49.06, 48.48, 41.37, 42.85, 72.62, 44.59, 19.57
0.8, 49.06, 48.94, 56.05, 57.09, 72.05, 52.21, 20.61
0.9, 49.06, 48.96, 56.44, 57.46, 72.10, 52.39, 21.67
1, 49.06, 48.83, 44.86, 46.02, 71.82, 46.71, 22.88
5, 49.06, 48.52, 60.77, 62.17, 73.51, 53.91, 134.99
10, 49.06, 48.54, 39.34, 40.74, 73.07, 43.41, 192.01
15, 49.06, 48.34, 44.20, 45.85, 72.22, 46.13, 228.99
20, 49.06, 48.03, 41.63, 43.56, 72.83, 44.55, 269.93
25, 49.06, 48.20, 41.96, 43.72, 72.66, 44.82, 325.58
30, 49.06, 47.92, 38.68, 40.67, 73.58, 42.76, 387.59
35, 49.06, 47.76, 36.61, 38.71, 74.28, 41.39, 473.14
40, 49.06, 47.82, 36.98, 39.04, 74.13, 41.66, 526.19
45, 49.06, 48.37, 40.41, 41.99, 72.90, 43.98, 597.96
50, 49.06, 48.04, 37.31, 39.17, 73.92, 41.95, 655.13
55, 49.06, 47.99, 37.87, 39.78, 73.78, 42.28, 710.79
60, 49.06, 47.89, 35.87, 37.84, 74.46, 40.97, 822.61
65, 49.06, 48.00, 35.86, 37.72, 74.41, 41.00, 848.80
70, 49.06, 48.06, 34.78, 36.56, 74.77, 40.31, 851.62
75, 49.06, 47.96, 35.42, 37.31, 74.58, 40.70, 884.92
80, 49.06, 48.21, 37.29, 38.98, 73.84, 42.00, 908.49
85, 49.06, 48.07, 36.27, 38.07, 74.24, 41.29, 928.79
90, 49.06, 48.02, 36.21, 38.06, 74.28, 41.24, 944.11
95, 49.06, 48.12, 35.72, 37.47, 74.40, 40.95, 950.25
100, 49.06, 48.09, 35.62, 37.40, 74.45, 40.88, 955.58
