size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.00
0.02, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.00
0.03, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.00
0.04, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.00
0.05, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.00
0.06, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.01
0.07, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.01
0.08, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.01
0.09, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.01
0.1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.02
0.2, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.08
0.3, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.16
0.4, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.31
0.5, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.50
0.6, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 0.71
0.7, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 1.00
0.8, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 1.31
0.9, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 1.70
1, 49.62, 49.62, 100.00, 100.00, 100.00, 66.29, 2.13
5, 49.62, 49.38, 64.77, 65.33, 74.22, 55.99, 7.68
10, 49.62, 48.27, 34.38, 35.96, 74.83, 40.11, 17.37
15, 49.62, 49.41, 35.61, 36.16, 73.85, 41.34, 28.60
20, 49.62, 49.80, 47.77, 47.97, 70.91, 48.71, 40.95
25, 49.62, 48.99, 48.34, 49.35, 71.44, 48.61, 46.25
30, 49.62, 49.23, 48.53, 49.30, 71.27, 48.83, 50.05
35, 49.62, 50.42, 45.39, 44.98, 70.74, 47.73, 54.01
40, 49.62, 50.68, 45.68, 45.00, 70.54, 48.00, 58.45
45, 49.62, 49.80, 48.05, 48.25, 70.90, 48.86, 67.47
50, 49.62, 49.53, 44.82, 45.29, 71.38, 47.01, 67.32
55, 49.62, 49.69, 38.46, 38.75, 72.72, 43.31, 65.81
60, 49.62, 49.45, 42.74, 43.27, 71.78, 45.80, 71.44
65, 49.62, 49.36, 43.97, 44.60, 71.61, 46.46, 75.66
70, 49.62, 50.27, 44.25, 43.99, 71.01, 47.02, 78.58
75, 49.62, 50.22, 42.64, 42.42, 71.34, 46.07, 82.19
80, 49.62, 50.11, 42.17, 42.06, 71.51, 45.75, 79.95
85, 49.62, 50.11, 44.44, 44.34, 71.08, 47.06, 83.53
90, 49.62, 50.05, 44.06, 44.01, 71.17, 46.82, 87.01
95, 49.62, 50.00, 44.82, 44.82, 71.09, 47.22, 90.12
100, 49.62, 50.11, 44.25, 44.15, 71.11, 46.95, 93.09
