size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.70, 50.70, 100.00, 100.00, 100.00, 67.24, 0.00
0.02, 50.70, 50.70, 100.00, 100.00, 100.00, 67.24, 0.01
0.03, 50.70, 50.70, 100.00, 100.00, 100.00, 67.24, 0.01
0.04, 50.70, 50.70, 100.00, 100.00, 100.00, 67.24, 0.02
0.05, 50.70, 50.70, 100.00, 100.00, 100.00, 67.24, 0.02
0.06, 50.70, 49.77, 28.38, 28.57, 77.11, 36.10, 0.04
0.07, 50.70, 49.77, 28.38, 28.57, 77.11, 36.10, 0.04
0.08, 50.70, 50.52, 88.03, 87.81, 88.63, 64.15, 0.04
0.09, 50.70, 50.52, 88.03, 87.81, 88.63, 64.15, 0.04
0.1, 50.70, 50.52, 88.03, 87.81, 88.63, 64.15, 0.05
0.2, 50.70, 50.52, 88.03, 87.81, 88.63, 64.15, 0.13
0.3, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 0.30
0.4, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 0.49
0.5, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 0.81
0.6, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 1.18
0.7, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 1.62
0.8, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 2.05
0.9, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 2.71
1, 50.70, 50.35, 97.80, 97.77, 97.79, 66.43, 3.32
5, 50.70, 50.46, 98.94, 98.92, 98.93, 66.79, 44.97
10, 50.70, 51.42, 75.63, 74.56, 78.45, 61.17, 71.15
15, 50.70, 50.74, 90.15, 89.88, 90.42, 64.89, 88.86
20, 50.70, 51.33, 84.34, 83.62, 85.08, 63.77, 93.28
25, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 97.30
30, 50.70, 50.82, 88.34, 88.00, 88.77, 64.48, 98.13
35, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 98.51
40, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 100.85
45, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 99.69
50, 50.70, 50.82, 88.34, 88.00, 88.77, 64.48, 100.45
55, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 101.25
60, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 101.88
65, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 102.49
70, 50.70, 50.80, 87.77, 87.42, 88.27, 64.31, 106.29
75, 50.70, 50.82, 88.65, 88.32, 89.04, 64.56, 105.37
80, 50.70, 50.75, 87.86, 87.53, 88.37, 64.29, 107.10
85, 50.70, 50.75, 87.86, 87.53, 88.37, 64.29, 108.15
90, 50.70, 50.75, 87.86, 87.53, 88.37, 64.29, 109.87
95, 50.70, 50.75, 87.86, 87.53, 88.37, 64.29, 110.49
100, 50.70, 50.75, 87.86, 87.53, 88.37, 64.29, 112.59
