size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.00
0.02, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.00
0.03, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.00
0.04, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.00
0.05, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.00
0.06, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.01
0.07, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.01
0.08, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.01
0.09, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.01
0.1, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.02
0.2, 48.24, 48.24, 100.00, 100.00, 100.00, 65.04, 0.07
0.3, 48.24, 47.76, 78.83, 80.29, 83.03, 59.44, 0.10
0.4, 48.24, 47.76, 78.83, 80.29, 83.03, 59.44, 0.11
0.5, 48.24, 47.69, 76.31, 77.94, 81.46, 58.65, 0.13
0.6, 48.24, 48.10, 72.62, 74.10, 79.00, 57.82, 0.15
0.7, 48.24, 48.41, 81.36, 82.30, 84.39, 60.66, 0.16
0.8, 48.24, 48.83, 88.83, 89.29, 89.99, 62.97, 0.16
0.9, 48.24, 48.16, 75.15, 76.49, 80.43, 58.66, 0.17
1, 48.24, 48.63, 82.62, 83.40, 85.19, 61.18, 0.18
5, 48.24, 48.40, 79.51, 80.53, 83.10, 60.13, 1.49
10, 48.24, 48.87, 31.36, 32.34, 75.88, 38.15, 4.65
15, 48.24, 47.81, 68.83, 70.68, 77.25, 56.38, 8.86
20, 48.24, 49.57, 33.30, 33.69, 74.72, 39.79, 13.31
25, 48.24, 48.53, 33.69, 35.01, 74.99, 39.72, 17.79
30, 48.24, 49.71, 33.40, 33.66, 74.62, 39.91, 23.30
35, 48.24, 48.66, 33.40, 34.60, 75.06, 39.56, 28.90
40, 48.24, 46.98, 27.18, 29.64, 78.62, 34.39, 33.32
45, 48.24, 47.07, 28.83, 31.30, 77.75, 35.71, 35.21
50, 48.24, 46.26, 26.99, 30.05, 78.95, 34.04, 38.36
55, 48.24, 46.41, 25.73, 28.57, 79.58, 33.06, 38.85
60, 48.24, 47.43, 26.89, 28.96, 78.63, 34.28, 40.83
65, 48.24, 45.90, 26.12, 29.41, 79.52, 33.25, 43.29
70, 48.24, 46.93, 24.47, 26.81, 80.15, 32.12, 45.90
75, 48.24, 46.17, 25.15, 28.15, 79.97, 32.51, 49.73
80, 48.24, 47.16, 23.40, 25.50, 80.73, 31.23, 51.22
85, 48.24, 47.92, 24.66, 26.24, 79.78, 32.52, 54.95
90, 48.24, 47.46, 23.59, 25.47, 80.54, 31.47, 58.51
95, 48.24, 47.37, 27.96, 30.13, 78.09, 35.12, 62.58
100, 48.24, 47.95, 22.72, 24.19, 80.98, 30.79, 64.92
