size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.00
0.02, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.00
0.03, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.00
0.04, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.00
0.05, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.00
0.06, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.01
0.07, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.01
0.08, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.01
0.09, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.02
0.1, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.02
0.2, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.07
0.3, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.17
0.4, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.32
0.5, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.51
0.6, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 0.73
0.7, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 1.01
0.8, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 1.32
0.9, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 1.71
1, 49.05, 49.05, 100.00, 100.00, 100.00, 65.77, 2.14
5, 49.05, 50.14, 70.94, 70.83, 76.56, 58.70, 9.72
10, 49.05, 51.15, 49.66, 48.51, 69.91, 50.34, 15.06
15, 49.05, 50.22, 56.07, 55.86, 71.06, 52.93, 23.52
20, 49.05, 50.14, 53.45, 53.31, 70.78, 51.69, 36.39
25, 49.05, 50.50, 48.59, 48.09, 70.39, 49.48, 48.67
30, 49.05, 48.91, 45.87, 46.95, 71.66, 47.29, 56.69
35, 49.05, 49.61, 49.56, 49.95, 70.99, 49.54, 60.35
40, 49.05, 49.63, 45.68, 46.04, 71.21, 47.52, 64.03
45, 49.05, 50.05, 47.91, 47.86, 70.74, 48.91, 68.00
50, 49.05, 48.18, 43.73, 45.53, 72.38, 45.80, 72.78
55, 49.05, 49.58, 45.48, 45.90, 71.27, 47.39, 77.61
60, 49.05, 49.37, 46.06, 46.69, 71.33, 47.61, 82.29
65, 49.05, 49.04, 42.37, 43.31, 72.09, 45.41, 87.07
70, 49.05, 48.51, 45.97, 47.45, 71.91, 47.16, 92.57
75, 49.05, 48.45, 46.94, 48.49, 71.88, 47.63, 98.13
80, 49.05, 48.22, 46.06, 47.84, 72.09, 47.07, 104.52
85, 49.05, 48.95, 43.25, 44.27, 71.98, 45.87, 110.16
90, 49.05, 48.90, 43.34, 44.42, 72.00, 45.91, 118.25
95, 49.05, 48.78, 42.57, 43.77, 72.21, 45.41, 125.08
100, 49.05, 48.60, 40.62, 41.98, 72.72, 44.21, 131.13
