size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 48.78, 0.00, 0.00, 0.00, 100.00, 0.00, 0.01
0.02, 48.78, 0.00, 0.00, 0.00, 100.00, 0.00, 0.04
0.03, 48.78, 48.78, 100.00, 100.00, 100.00, 65.53, 0.07
0.04, 48.78, 48.92, 80.03, 80.71, 83.14, 60.68, 0.14
0.05, 48.78, 48.92, 78.19, 78.92, 81.87, 60.14, 0.15
0.06, 48.78, 48.81, 61.43, 62.55, 73.49, 54.34, 0.16
0.07, 48.78, 48.84, 76.26, 77.09, 80.66, 59.50, 0.18
0.08, 48.78, 48.84, 76.26, 77.09, 80.66, 59.50, 0.19
0.09, 48.78, 48.84, 76.26, 77.09, 80.66, 59.50, 0.20
0.1, 48.78, 48.81, 61.43, 62.55, 73.49, 54.34, 0.22
0.2, 48.78, 48.76, 62.56, 63.71, 73.90, 54.75, 0.61
0.3, 48.78, 48.76, 62.56, 63.71, 73.90, 54.75, 0.90
0.4, 48.78, 48.65, 76.83, 77.78, 81.15, 59.53, 1.72
0.5, 48.78, 48.37, 72.12, 73.42, 78.53, 57.85, 2.60
0.6, 48.78, 48.38, 53.28, 54.89, 72.08, 50.66, 3.95
0.7, 48.78, 48.79, 62.83, 63.96, 73.97, 54.88, 5.36
0.8, 48.78, 48.70, 30.81, 31.93, 76.20, 37.69, 6.96
0.9, 48.78, 48.34, 53.00, 54.65, 72.08, 50.52, 8.68
1, 48.78, 48.34, 53.00, 54.65, 72.08, 50.52, 11.01
5, 48.78, 48.91, 83.99, 84.57, 86.07, 61.77, 64.21
10, 48.78, 48.67, 37.34, 38.60, 73.59, 42.21, 92.68
15, 48.78, 48.81, 54.97, 56.14, 71.97, 51.66, 105.32
20, 48.78, 48.43, 36.51, 37.97, 73.98, 41.58, 119.77
25, 48.78, 48.40, 35.60, 37.09, 74.31, 40.98, 135.17
30, 48.78, 48.48, 41.38, 42.86, 72.62, 44.60, 152.01
35, 48.78, 48.47, 34.86, 36.26, 74.55, 40.50, 173.46
40, 48.78, 48.46, 34.88, 36.30, 74.55, 40.52, 190.73
45, 48.78, 48.90, 36.80, 37.82, 73.66, 41.95, 207.09
50, 48.78, 48.77, 36.54, 37.69, 73.81, 41.73, 222.87
55, 48.78, 48.75, 36.02, 37.19, 74.00, 41.38, 238.66
60, 48.78, 48.78, 36.18, 37.31, 73.93, 41.49, 245.41
65, 48.78, 48.74, 36.09, 37.26, 73.98, 41.42, 256.93
70, 48.78, 48.65, 36.24, 37.50, 73.97, 41.49, 259.96
75, 48.78, 48.69, 35.50, 36.72, 74.22, 41.01, 266.54
80, 48.78, 48.75, 35.55, 36.71, 74.17, 41.07, 273.43
85, 48.78, 48.78, 35.07, 36.19, 74.33, 40.76, 279.13
90, 48.78, 48.80, 35.07, 36.17, 74.32, 40.76, 281.31
95, 48.78, 48.95, 34.21, 35.16, 74.60, 40.22, 281.32
100, 48.78, 48.79, 33.35, 34.43, 75.02, 39.57, 283.55
