size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.00
0.02, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.01
0.03, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.01
0.04, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.02
0.05, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.02
0.06, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.03
0.07, 50.50, 0.00, 0.00, 0.00, 100.00, 0.00, 0.05
0.08, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.06
0.09, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.07
0.1, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.09
0.2, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.38
0.3, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 0.91
0.4, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 1.69
0.5, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 2.71
0.6, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 4.10
0.7, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 5.66
0.8, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 7.52
0.9, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 9.65
1, 50.50, 50.50, 100.00, 100.00, 100.00, 67.07, 12.05
5, 50.50, 50.02, 96.81, 96.81, 96.86, 65.92, 43.76
10, 50.50, 50.54, 53.57, 53.03, 70.48, 51.96, 76.44
15, 50.50, 50.42, 80.28, 80.02, 82.41, 61.89, 94.89
20, 50.50, 50.82, 49.22, 48.40, 70.15, 49.96, 108.72
25, 50.50, 50.14, 72.00, 71.89, 77.15, 59.06, 128.23
30, 50.50, 50.27, 53.57, 53.30, 70.69, 51.82, 146.80
35, 50.50, 50.21, 63.49, 63.30, 73.07, 56.03, 167.40
40, 50.50, 50.28, 55.16, 54.88, 70.87, 52.56, 186.04
45, 50.50, 50.11, 68.45, 68.36, 75.28, 57.82, 203.69
50, 50.50, 50.23, 58.35, 58.13, 71.51, 53.94, 215.69
55, 50.50, 50.09, 59.50, 59.41, 71.90, 54.34, 228.12
60, 50.50, 50.31, 57.69, 57.39, 71.30, 53.70, 238.58
65, 50.50, 50.11, 60.26, 60.15, 72.09, 54.67, 247.93
70, 50.50, 50.08, 57.33, 57.26, 71.41, 53.41, 255.45
75, 50.50, 50.08, 59.02, 58.94, 71.79, 54.13, 262.72
80, 50.50, 50.16, 56.45, 56.29, 71.17, 53.07, 270.34
85, 50.50, 50.08, 58.97, 58.90, 71.78, 54.11, 276.43
90, 50.50, 50.08, 58.13, 58.06, 71.58, 53.75, 281.28
95, 50.50, 50.08, 57.33, 57.26, 71.41, 53.41, 288.22
100, 50.50, 50.10, 54.59, 54.48, 70.93, 52.20, 295.23
