size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.01
0.02, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.01
0.03, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.03
0.04, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.04
0.05, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.06
0.06, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.09
0.07, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.12
0.08, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.16
0.09, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.21
0.1, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 0.26
0.2, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 1.11
0.3, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 2.66
0.4, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 4.88
0.5, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 7.95
0.6, 49.08, 49.08, 100.00, 100.00, 100.00, 65.80, 11.81
0.7, 49.08, 0.00, 0.00, 0.00, 100.00, 0.00, 16.31
0.8, 49.08, 0.00, 0.00, 0.00, 100.00, 0.00, 21.93
0.9, 49.08, 47.98, 19.78, 21.09, 82.95, 27.97, 26.75
1, 49.08, 48.19, 19.64, 20.81, 83.01, 27.86, 27.36
5, 49.08, 47.74, 23.33, 24.99, 80.64, 31.30, 56.96
10, 49.08, 48.51, 37.83, 39.24, 73.52, 42.46, 96.50
15, 49.08, 49.15, 45.02, 45.86, 71.60, 46.94, 115.69
20, 49.08, 49.25, 44.61, 45.35, 71.59, 46.76, 140.02
25, 49.08, 48.99, 44.33, 45.33, 71.79, 46.49, 142.06
30, 49.08, 49.28, 46.85, 47.56, 71.33, 47.98, 157.13
35, 49.08, 49.16, 46.19, 47.03, 71.47, 47.58, 174.16
40, 49.08, 48.89, 58.78, 59.86, 72.68, 53.33, 190.06
45, 49.08, 48.92, 46.44, 47.51, 71.60, 47.60, 204.75
50, 49.08, 49.17, 56.82, 57.63, 72.01, 52.67, 216.85
55, 49.08, 49.11, 44.33, 45.22, 71.72, 46.55, 238.95
60, 49.08, 48.89, 56.57, 57.66, 72.18, 52.40, 262.15
65, 49.08, 48.90, 43.70, 44.79, 71.94, 46.11, 275.86
70, 49.08, 48.78, 45.45, 46.66, 71.78, 47.01, 293.27
75, 49.08, 48.70, 46.98, 48.28, 71.71, 47.77, 314.86
80, 49.08, 48.44, 56.05, 57.58, 72.44, 51.92, 328.25
85, 49.08, 48.53, 54.08, 55.54, 72.06, 51.11, 341.06
90, 49.08, 48.42, 54.68, 56.25, 72.23, 51.31, 362.05
95, 49.08, 48.29, 54.77, 56.46, 72.34, 51.27, 383.45
100, 49.08, 48.35, 54.33, 55.97, 72.24, 51.11, 404.32
