size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.25
0.02, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
0.03, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.25
0.04, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.05, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.06, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
0.07, 50.36, 0.00, 0.00, 0.00, 100.00, 0.00, 0.26
0.08, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.09, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.25
0.1, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.2, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.3, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.4, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
0.5, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.26
0.6, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
0.7, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.28
0.8, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
0.9, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.27
1, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 0.29
5, 49.64, 49.64, 100.00, 100.00, 100.00, 66.30, 4.97
10, 50.07, 49.76, 61.18, 60.89, 72.21, 54.83, 11.69
15, 49.37, 49.36, 76.28, 77.16, 80.72, 59.89, 15.65
20, 50.16, 49.67, 30.75, 30.71, 75.76, 37.94, 24.11
25, 48.77, 49.03, 80.57, 82.58, 84.83, 60.91, 28.36
30, 49.82, 49.14, 30.75, 31.38, 76.03, 37.78, 34.43
35, 48.72, 49.08, 88.14, 90.13, 90.91, 63.01, 37.64
40, 51.84, 52.21, 35.21, 31.78, 72.16, 42.01, 42.11
45, 48.86, 49.07, 79.58, 81.42, 83.94, 60.66, 45.30
50, 51.07, 51.07, 34.36, 32.44, 73.22, 41.03, 51.03
55, 48.55, 48.99, 88.28, 90.62, 91.38, 62.96, 52.81
60, 50.76, 50.62, 33.27, 32.00, 74.00, 40.10, 56.80
65, 48.55, 48.97, 86.43, 88.80, 89.83, 62.47, 62.13
70, 51.86, 53.74, 21.69, 18.40, 80.45, 30.86, 64.75
75, 49.15, 49.34, 91.52, 92.62, 93.01, 64.07, 77.93
80, 51.05, 51.03, 34.72, 32.84, 73.08, 41.27, 80.69
85, 49.37, 49.49, 96.30, 96.89, 96.96, 65.34, 84.59
90, 51.39, 51.89, 28.49, 26.04, 76.10, 36.74, 86.91
95, 48.99, 49.25, 90.80, 92.22, 92.68, 63.82, 91.65
100, 51.25, 51.68, 27.77, 25.60, 76.63, 36.08, 112.18
