size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.01
0.02, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.01
0.03, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.03
0.04, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.04
0.05, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.06
0.06, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.09
0.07, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.12
0.08, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.15
0.09, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.23
0.1, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 0.25
0.2, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 1.09
0.3, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 2.65
0.4, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 4.84
0.5, 49.85, 0.00, 0.00, 0.00, 100.00, 0.00, 7.89
0.6, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 11.96
0.7, 49.85, 49.85, 100.00, 100.00, 100.00, 66.49, 16.28
0.8, 49.85, 0.00, 0.00, 0.00, 100.00, 0.00, 21.98
0.9, 49.85, 49.43, 15.01, 15.30, 86.36, 22.99, 25.35
1, 49.85, 49.43, 15.01, 15.30, 86.36, 22.99, 25.83
5, 49.85, 51.36, 44.46, 43.12, 70.32, 47.61, 47.75
10, 49.85, 52.18, 49.77, 47.59, 69.19, 50.90, 88.63
15, 49.85, 51.53, 50.44, 48.91, 69.63, 50.93, 134.85
20, 49.85, 51.60, 49.96, 48.36, 69.59, 50.72, 153.52
25, 49.85, 51.77, 50.84, 49.07, 69.46, 51.25, 171.59
30, 49.85, 51.15, 44.54, 43.41, 70.43, 47.57, 191.23
35, 49.85, 50.88, 43.28, 42.42, 70.83, 46.73, 220.75
40, 49.85, 51.14, 44.30, 43.18, 70.48, 47.42, 236.18
45, 49.85, 51.29, 45.29, 44.02, 70.22, 48.05, 267.75
50, 49.85, 51.23, 46.78, 45.56, 70.06, 48.85, 295.11
55, 49.85, 51.01, 44.30, 43.30, 70.55, 47.37, 319.08
60, 49.85, 50.92, 44.38, 43.47, 70.59, 47.38, 344.20
65, 49.85, 51.00, 43.04, 42.07, 70.81, 46.63, 369.87
70, 49.85, 50.86, 46.38, 45.52, 70.34, 48.47, 388.75
75, 49.85, 50.74, 44.81, 44.07, 70.63, 47.54, 416.18
80, 49.85, 51.12, 44.99, 43.88, 70.37, 47.81, 435.77
85, 49.85, 51.26, 45.13, 43.88, 70.26, 47.95, 451.30
90, 49.85, 50.68, 47.08, 46.40, 70.39, 48.76, 468.11
95, 49.85, 50.83, 46.03, 45.22, 70.40, 48.26, 482.16
100, 49.85, 50.84, 46.86, 46.03, 70.30, 48.72, 491.61
