size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 41.45
0.02, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.83
0.03, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 41.55
0.04, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.67
0.05, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.48
0.06, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 39.45
0.07, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.55
0.08, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 39.26
0.09, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.98
0.1, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 38.62
0.2, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 41.42
0.3, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 39.08
0.4, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 41.38
0.5, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 40.69
0.6, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 40.45
0.7, 50.21, 50.21, 100.00, 100.00, 100.00, 66.81, 41.68
0.8, 49.79, 0.00, 0.00, 0.00, 100.00, 0.00, 41.30
0.9, 49.79, 0.00, 0.00, 0.00, 100.00, 0.00, 40.87
1, 49.79, 0.00, 0.00, 0.00, 100.00, 0.00, 41.09
5, 50.24, 50.49, 45.10, 44.59, 70.72, 47.59, 143.88
10, 51.32, 51.54, 51.04, 48.39, 68.84, 51.24, 278.22
15, 51.42, 51.69, 49.44, 46.58, 68.75, 50.49, 384.04
20, 51.12, 51.28, 53.24, 51.01, 69.20, 52.19, 487.23
25, 51.02, 51.44, 43.55, 41.45, 70.04, 47.12, 605.48
30, 51.62, 52.80, 34.31, 30.92, 72.61, 41.54, 710.62
35, 50.99, 52.11, 29.49, 27.33, 75.62, 37.61, 806.19
40, 51.71, 53.79, 27.16, 23.52, 76.55, 36.05, 908.51
45, 51.51, 53.99, 23.17, 19.90, 79.37, 32.38, 1004.14
50, 50.61, 52.01, 21.10, 19.63, 81.30, 29.98, 1156.11
55, 50.81, 52.43, 21.93, 20.06, 80.60, 30.89, 1261.55
60, 50.92, 53.05, 19.58, 17.47, 82.30, 28.56, 1352.54
65, 51.08, 53.47, 19.82, 17.39, 82.05, 28.88, 1442.85
70, 51.15, 53.21, 22.44, 19.90, 80.07, 31.53, 1532.68
75, 51.02, 52.68, 23.97, 21.71, 79.07, 32.90, 1634.25
80, 50.42, 51.45, 22.36, 21.28, 80.50, 31.13, 1741.31
85, 50.26, 50.89, 26.86, 26.14, 77.67, 35.12, 1839.29
90, 50.64, 51.86, 23.51, 22.01, 79.59, 32.31, 1937.46
95, 50.60, 51.78, 23.43, 22.01, 79.67, 32.22, 2022.13
100, 50.03, 50.50, 24.48, 24.20, 79.30, 32.93, 2173.91
