size, accuracy, precision, recall, fa, d2h, f1, time
0.01, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.23
0.02, 50.50, 0.00, 0.00, 0.00, 100.00, 0.00, 0.23
0.03, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.23
0.04, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.27
0.05, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.06, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.30
0.07, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.08, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.09, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.24
0.1, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.2, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.3, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.24
0.4, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.32
0.5, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.26
0.6, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.7, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.8, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.25
0.9, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.24
1, 49.50, 49.50, 100.00, 100.00, 100.00, 66.18, 0.26
5, 51.12, 50.74, 42.65, 40.58, 70.26, 46.30, 1.35
10, 49.60, 48.95, 42.36, 43.31, 72.10, 45.37, 3.62
15, 48.93, 48.18, 42.07, 44.35, 72.95, 44.87, 5.37
20, 48.93, 47.87, 35.64, 38.04, 74.76, 40.81, 7.42
25, 50.07, 49.31, 30.84, 31.07, 75.82, 37.90, 9.96
30, 49.12, 48.49, 44.67, 46.52, 72.29, 46.45, 11.40
35, 50.31, 49.74, 36.12, 35.78, 73.22, 41.80, 12.92
40, 50.31, 49.73, 34.77, 34.46, 73.77, 40.88, 16.19
45, 50.26, 49.65, 34.01, 33.80, 74.15, 40.32, 16.01
50, 48.83, 46.96, 25.94, 28.72, 79.44, 33.37, 16.74
55, 49.64, 48.87, 37.27, 38.23, 73.46, 42.24, 19.19
60, 47.36, 46.81, 46.49, 51.79, 74.46, 46.60, 20.20
65, 48.55, 47.53, 37.85, 40.96, 74.44, 42.09, 21.01
70, 48.41, 47.24, 36.12, 39.55, 75.13, 40.89, 23.37
75, 49.41, 48.87, 47.84, 49.06, 71.61, 48.30, 25.65
80, 50.12, 49.48, 36.60, 36.63, 73.22, 42.03, 25.19
85, 49.03, 48.31, 42.46, 44.54, 72.76, 45.14, 26.94
90, 47.98, 46.13, 30.36, 34.75, 77.83, 36.57, 28.51
95, 47.65, 47.15, 47.74, 52.45, 74.04, 47.40, 38.54
100, 48.74, 47.23, 30.26, 33.15, 77.22, 36.84, 31.88
